Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0835,Yamper,['electric'],"['Ball Fetch', 'Rattled']",59,45,50,40,50,26,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],270,45,"['Tackle', 'Tail Whip', 'Nuzzle', 'Bite', 'Roar', 'Spark', 'Charm', 'Crunch', 'Charge', 'Wild Charge', 'Play Rough', 'Discharge', 'Double-Edge', 'Flame Charge', 'Howl', 'Sand Attack', 'Rising Voltage', 'Thunder Wave', 'Dig', 'Rest', 'Snore', 'Protect', 'Attract', 'Facade', 'Swift', 'Helping Hand', 'Thunder Fang', 'Fire Fang', 'Round', 'Volt Switch', 'Snarl', 'Thunderbolt', 'Thunder', 'Substitute', 'Endure', 'Sleep Talk', 'Uproar', 'Electro Ball']"
#0836,Boltund,['electric'],"['Strong Jaw', 'Competitive']",69,90,60,90,60,121,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],490,81,"['Bite', 'Electrify', 'Nuzzle', 'Tackle', 'Tail Whip', 'Roar', 'Spark', 'Charm', 'Crunch', 'Charge', 'Wild Charge', 'Play Rough', 'Electric Terrain', 'Discharge', 'Double-Edge', 'Flame Charge', 'Howl', 'Sand Attack', 'Rising Voltage', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Dig', 'Rest', 'Snore', 'Protect', 'Attract', 'Facade', 'Swift', 'Helping Hand', 'Thunder Fang', 'Fire Fang', 'Round', 'Volt Switch', 'Snarl', 'Eerie Impulse', 'Thunderbolt', 'Thunder', 'Agility', 'Focus Energy', 'Substitute', 'Endure', 'Sleep Talk', 'Uproar', 'Hyper Voice', 'Bulk Up', 'Electro Ball', 'Psychic Fangs']"
#0837,Rolycoly,['rock'],"['Steam Engine', 'Heatproof', 'Flash Fire']",30,40,50,40,50,30,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",240,40,"['Smokescreen', 'Tackle', 'Rapid Spin', 'Smack Down', 'Rock Polish', 'Ancient Power', 'Incinerate', 'Stealth Rock', 'Heat Crash', 'Rock Blast', 'Block', 'Explosion', 'Mud-Slap', 'Take Down', 'Protect', 'Facade', 'Bulldoze', 'Rock Tomb', 'Endure', 'Sandstorm', 'Dig', 'Body Slam', 'Sleep Talk', 'Reflect', 'Rest', 'Rock Slide', 'Spikes', 'Iron Head', 'Power Gem', 'Substitute', 'Iron Defense', 'Will-O-Wisp', 'Stone Edge', 'Tera Blast', 'Sand Tomb', 'Gyro Ball', 'Temper Flare', 'Meteor Beam', 'Curse', 'Self-Destruct', 'Snore', 'Attract', 'Round']"
#0838,Carkol,"['rock', 'fire']","['Steam Engine', 'Flame Body', 'Flash Fire']",80,60,90,60,70,50,"['flying', 'bug', 'grass', 'ice']","['fighting', 'ground', 'rock', 'water', 'dragon']","['normal', 'flying', 'poison', 'bug', 'fire', 'ice', 'fairy']","['fighting', 'ground', 'rock', 'water']",410,68,"['Rapid Spin', 'Smack Down', 'Smokescreen', 'Tackle', 'Rock Polish', 'Ancient Power', 'Incinerate', 'Stealth Rock', 'Heat Crash', 'Rock Blast', 'Stone Edge', 'Flame Charge', 'Block', 'Explosion', 'Mud-Slap', 'Take Down', 'Protect', 'Fire Spin', 'Facade', 'Bulldoze', 'Rock Tomb', 'Endure', 'Sunny Day', 'Sandstorm', 'Dig', 'Body Slam', 'Sleep Talk', 'Reflect', 'Rest', 'Rock Slide', 'Body Press', 'Spikes', 'Iron Head', 'Power Gem', 'Substitute', 'Iron Defense', 'Will-O-Wisp', 'Heat Wave', 'Heavy Slam', 'Flamethrower', 'Fire Blast', 'Overheat', 'Flare Blitz', 'Tera Blast', 'Burn Up', 'Meteor Beam', 'Scorching Sands', 'Self-Destruct', 'Snore', 'Attract', 'Sand Tomb', 'Round', 'Gyro Ball', 'Scald', 'High Horsepower']"
#0839,Coalossal,"['rock', 'fire']","['Steam Engine', 'Flame Body', 'Flash Fire']",110,80,120,80,90,30,"['flying', 'bug', 'grass', 'ice']","['fighting', 'ground', 'rock', 'water', 'dragon']","['normal', 'flying', 'poison', 'bug', 'fire', 'ice', 'fairy']","['fighting', 'ground', 'rock', 'water']",510,85,"['G-Max Volcalith', 'Flame Charge', 'Rapid Spin', 'Smack Down', 'Smokescreen', 'Tackle', 'Rock Polish', 'Ancient Power', 'Incinerate', 'Stealth Rock', 'Heat Crash', 'Rock Blast', 'Stone Edge', 'Tar Shot', 'Block', 'Explosion', 'Mud-Slap', 'Take Down', 'Protect', 'Fire Spin', 'Facade', 'Bulldoze', 'Rock Tomb', 'Endure', 'Sunny Day', 'Sandstorm', 'Dig', 'Body Slam', 'Fire Punch', 'Sleep Talk', 'Reflect', 'Rest', 'Rock Slide', 'Body Press', 'Spikes', 'Iron Head', 'Power Gem', 'Substitute', 'Iron Defense', 'Will-O-Wisp', 'Heat Wave', 'Heavy Slam', 'Flamethrower', 'Earth Power', 'Fire Blast', 'Earthquake', 'Giga Impact', 'Overheat', 'Hyper Beam', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Sand Tomb', 'Gyro Ball', 'High Horsepower', 'Scald', 'Temper Flare', 'Scorching Sands', 'Meteor Beam', 'Curse', 'Burn Up', 'Mega Punch', 'Mega Kick', 'Self-Destruct', 'Snore', 'Attract', 'Round']"
#0840,Applin,"['grass', 'dragon']","['Ripen', 'Gluttony', 'Bulletproof']",40,40,80,40,40,20,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'fairy']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'ice', 'dragon', 'fairy']",260,43,"['Dragon Cheer', 'Astonish', 'Withdraw', 'Defense Curl', 'Recycle', 'Rollout', 'Sucker Punch', 'Pounce', 'Tera Blast', 'Grassy Glide', 'Attract']"
#0841,Flapple,"['grass', 'dragon']","['Ripen', 'Gluttony', 'Hustle']",70,110,80,95,60,70,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'fairy']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'ice', 'dragon', 'fairy']",485,80,"['G-Max Tartness', 'Dragon Cheer', 'Astonish', 'Growth', 'Recycle', 'Twister', 'Withdraw', 'Acid Spray', 'Acrobatics', 'Leech Seed', 'Protect', 'Dragon Breath', 'Dragon Dance', 'Dragon Pulse', 'Grav Apple', 'Iron Defense', 'Fly', 'Dragon Rush', 'Wing Attack', 'Defense Curl', 'Rollout', 'Sucker Punch', 'Take Down', 'Scary Face', 'Trailblaze', 'Pounce', 'Facade', 'Aerial Ace', 'Magical Leaf', 'Endure', 'Sunny Day', 'Bullet Seed', 'U-turn', 'Air Slash', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Energy Ball', 'Heavy Slam', 'Grassy Terrain', 'Giga Impact', 'Outrage', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Draco Meteor', 'Tera Blast', 'Grassy Glide', 'Dual Wingbeat', 'Endeavor', 'Snore', 'Attract', 'Round', 'Focus Energy']"
#0842,Appletun,"['grass', 'dragon']","['Ripen', 'Gluttony', 'Thick Fat']",110,85,80,100,80,30,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'fairy']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'ice', 'dragon', 'fairy']",485,80,"['G-Max Sweetness', 'Dragon Cheer', 'Astonish', 'Growth', 'Recycle', 'Sweet Scent', 'Withdraw', 'Curse', 'Stomp', 'Leech Seed', 'Protect', 'Bullet Seed', 'Recover', 'Apple Acid', 'Body Slam', 'Iron Defense', 'Dragon Pulse', 'Energy Ball', 'Headbutt', 'Defense Curl', 'Rollout', 'Sucker Punch', 'Take Down', 'Trailblaze', 'Pounce', 'Facade', 'Bulldoze', 'Magical Leaf', 'Dragon Tail', 'Endure', 'Sunny Day', 'Rain Dance', 'Zen Headbutt', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Body Press', 'Iron Head', 'Substitute', 'Giga Drain', 'Heavy Slam', 'Amnesia', 'Helping Hand', 'Grassy Terrain', 'Earthquake', 'Giga Impact', 'Outrage', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Draco Meteor', 'Tera Blast', 'Gyro Ball', 'High Horsepower', 'Grassy Glide', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Round', 'Superpower']"
#0843,Silicobra,['ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",52,57,75,35,50,46,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",315,52,"['Sand Attack', 'Wrap', 'Minimize', 'Brutal Swing', 'Bulldoze', 'Headbutt', 'Glare', 'Dig', 'Sandstorm', 'Slam', 'Coil', 'Sand Tomb', 'Belch', 'Dragon Rush', 'Last Resort', 'Mud-Slap', 'Poison Tail', 'Take Down', 'Scary Face', 'Protect', 'Facade', 'Mud Shot', 'Rock Tomb', 'Endure', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Rest', 'Rock Slide', 'Substitute', 'Drill Run', 'Stealth Rock', 'Earth Power', 'Earthquake', 'Stone Edge', 'Tera Blast', 'Scale Shot', 'Scorching Sands', 'Skitter Smack', 'Screech', 'Snore', 'Attract', 'Round']"
#0844,Sandaconda,['ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",72,107,125,65,70,71,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",510,85,"['G-Max Sandblast', 'Brutal Swing', 'Minimize', 'Sand Attack', 'Wrap', 'Bulldoze', 'Headbutt', 'Glare', 'Dig', 'Sandstorm', 'Slam', 'Coil', 'Sand Tomb', 'Belch', 'Dragon Rush', 'Last Resort', 'Mud-Slap', 'Poison Tail', 'Take Down', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Facade', 'Mud Shot', 'Rock Tomb', 'Endure', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Rest', 'Rock Slide', 'Body Press', 'Iron Head', 'Substitute', 'Iron Defense', 'Drill Run', 'Stealth Rock', 'Earth Power', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Outrage', 'Hurricane', 'Hyper Beam', 'Tera Blast', 'High Horsepower', 'Scale Shot', 'Endeavor', 'Scorching Sands', 'Skitter Smack', 'Skull Bash', 'Screech', 'Snore', 'Attract', 'Round']"
#0845,Cramorant,"['flying', 'water']",['Gulp Missile'],70,85,55,85,95,85,"['fighting', 'ground', 'bug', 'fire']","['steel', 'water', 'electric', 'dragon']","['fighting', 'ground', 'bug', 'steel', 'fire', 'water']","['rock', 'electric']",475,79,"['Peck', 'Spit Up', 'Stockpile', 'Swallow', 'Water Gun', 'Fury Attack', 'Pluck', 'Dive', 'Drill Peck', 'Amnesia', 'Thrash', 'Hydro Pump', 'Belch', 'Aerial Ace', 'Aqua Cutter', 'Aqua Ring', 'Defog', 'Feather Dance', 'Roost', 'Take Down', 'Agility', 'Protect', 'Water Pulse', 'Acrobatics', 'Thief', 'Pounce', 'Chilling Water', 'Facade', 'Icy Wind', 'Air Cutter', 'Endure', 'Rain Dance', 'Air Slash', 'Sleep Talk', 'Rest', 'Fly', 'Substitute', 'Liquidation', 'Tailwind', 'Surf', 'Reversal', 'Ice Beam', 'Blizzard', 'Giga Impact', 'Hurricane', 'Hyper Beam', 'Brave Bird', 'Tera Blast', 'Uproar', 'Weather Ball', 'Dual Wingbeat', 'Endeavor', 'Whirlpool', 'Throat Chop', 'Snore', 'Steel Wing', 'Attract', 'Assurance', 'Round', 'Superpower', 'Scald']"
#0846,Arrokuda,['water'],"['Swift Swim', 'Propeller Tail']",41,63,40,40,30,66,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",280,46,"['Aqua Jet', 'Peck', 'Fury Attack', 'Bite', 'Agility', 'Dive', 'Focus Energy', 'Crunch', 'Liquidation', 'Double-Edge', 'Acupressure', 'Night Slash', 'Slash', 'Thrash', 'Take Down', 'Protect', 'Ice Fang', 'Water Pulse', 'Chilling Water', 'Facade', 'Swift', 'Endure', 'Rain Dance', 'Brick Break', 'Psychic Fangs', 'Sleep Talk', 'Waterfall', 'Rest', 'Substitute', 'Drill Run', 'Surf', 'Hydro Pump', 'Close Combat', 'Tera Blast', 'Flip Turn', 'Scale Shot', 'Whirlpool', 'Throat Chop', 'Laser Focus', 'Snore', 'Attract', 'Bounce', 'Assurance', 'Round', 'Poison Jab', 'Scald']"
#0847,Barraskewda,['water'],"['Swift Swim', 'Propeller Tail']",61,123,60,60,50,136,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",490,81,"['Aqua Jet', 'Bite', 'Fury Attack', 'Peck', 'Throat Chop', 'Agility', 'Dive', 'Focus Energy', 'Crunch', 'Liquidation', 'Double-Edge', 'Acupressure', 'Night Slash', 'Slash', 'Thrash', 'Take Down', 'Scary Face', 'Protect', 'Ice Fang', 'Water Pulse', 'Chilling Water', 'Facade', 'Swift', 'Endure', 'Rain Dance', 'Brick Break', 'Psychic Fangs', 'Sleep Talk', 'Waterfall', 'Poison Jab', 'Rest', 'Substitute', 'Drill Run', 'Surf', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Hyper Beam', 'Close Combat', 'Tera Blast', 'Flip Turn', 'Scale Shot', 'Whirlpool', 'Laser Focus', 'Snore', 'Attract', 'Bounce', 'Assurance', 'Round', 'Scald']"
#0848,Toxel,"['electric', 'poison']","['Rattled', 'Static', 'Klutz']",40,38,35,54,35,40,"['flying', 'water', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel', 'electric', 'dragon']","['fighting', 'flying', 'poison', 'bug', 'steel', 'grass', 'electric', 'fairy']","['ground', 'psychic']",242,40,"['Acid', 'Belch', 'Flail', 'Growl', 'Nuzzle', 'Tearful Look', 'Endeavor', 'Metal Sound', 'Charm', 'Protect', 'Facade', 'Endure', 'Sleep Talk', 'Rest', 'Substitute', 'Encore', 'Tera Blast', 'Power-Up Punch', 'Snore', 'Attract', 'Round']"
#0849,Toxtricity,"['electric', 'poison']","['Punk Rock', 'Plus', 'Technician']",75,98,70,114,70,75,"['flying', 'water', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel', 'electric', 'dragon']","['fighting', 'flying', 'poison', 'bug', 'steel', 'grass', 'electric', 'fairy']","['ground', 'psychic']",502,83,"['G-Max Stun Shock', 'Acid', 'Acid Spray', 'Belch', 'Flail', 'Growl', 'Leer', 'Noble Roar', 'Nuzzle', 'Tearful Look', 'Thunder Shock', 'Charge', 'Shock Wave', 'Scary Face', 'Taunt', 'Screech', 'Swagger', 'Toxic', 'Discharge', 'Poison Jab', 'Overdrive', 'Boomburst', 'Shift Gear', 'Magnetic Flux', 'Spark', 'Endeavor', 'Metal Sound', 'Take Down', 'Charm', 'Protect', 'Thunder Fang', 'Thief', 'Trailblaze', 'Charge Beam', 'Facade', 'Poison Tail', 'Hex', 'Snarl', 'Swift', 'Stored Power', 'Fling', 'Venoshock', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Brick Break', 'Fire Punch', 'Thunder Punch', 'Sleep Talk', 'Electro Ball', 'Drain Punch', 'Metronome', 'Thunder Wave', 'Rest', 'Toxic Spikes', 'Eerie Impulse', 'Gunk Shot', 'Substitute', 'Hyper Voice', 'Encore', 'Thunderbolt', 'Helping Hand', 'Electric Terrain', 'Wild Charge', 'Sludge Bomb', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Uproar', 'Electroweb', 'Sludge Wave', 'Throat Chop', 'Psychic Noise', 'Venom Drench', 'Power-Up Punch', 'Rising Voltage', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Payback', 'Round']"
#0850,Sizzlipede,"['fire', 'bug']","['Flash Fire', 'White Smoke', 'Flame Body']",50,65,45,50,50,45,"['bug', 'grass', 'psychic', 'ice', 'dark']","['fighting', 'flying', 'poison', 'rock', 'ghost', 'fire', 'water', 'dragon', 'fairy']","['fighting', 'bug', 'steel', 'grass', 'ice', 'fairy']","['flying', 'rock', 'water']",305,50,"['Ember', 'Smokescreen', 'Wrap', 'Bite', 'Flame Wheel', 'Bug Bite', 'Coil', 'Slam', 'Fire Spin', 'Crunch', 'Fire Lash', 'Lunge', 'Burn Up', 'Defense Curl', 'Knock Off', 'Rollout', 'Struggle Bug', 'Scorching Sands', 'Skitter Smack', 'Rest', 'Snore', 'Protect', 'Attract', 'Sunny Day', 'Facade', 'Venoshock', 'Round', 'Brutal Swing', 'Leech Life', 'Substitute', 'Endure', 'Sleep Talk', 'Heat Wave', 'Bug Buzz', 'Power Whip', 'Scald', 'Heat Crash']"
#0851,Centiskorch,"['fire', 'bug']","['Flash Fire', 'White Smoke', 'Flame Body']",100,115,65,90,90,65,"['bug', 'grass', 'psychic', 'ice', 'dark']","['fighting', 'flying', 'poison', 'rock', 'ghost', 'fire', 'water', 'dragon', 'fairy']","['fighting', 'bug', 'steel', 'grass', 'ice', 'fairy']","['flying', 'rock', 'water']",525,87,"['G-Max Centiferno', 'Bite', 'Ember', 'Inferno', 'Smokescreen', 'Wrap', 'Flame Wheel', 'Bug Bite', 'Coil', 'Slam', 'Fire Spin', 'Crunch', 'Fire Lash', 'Lunge', 'Burn Up', 'Defense Curl', 'Knock Off', 'Rollout', 'Struggle Bug', 'Scorching Sands', 'Skitter Smack', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Rest', 'Snore', 'Protect', 'Attract', 'Sunny Day', 'Will-O-Wisp', 'Facade', 'Thunder Fang', 'Fire Fang', 'Venoshock', 'Round', 'Mystical Fire', 'Brutal Swing', 'Flamethrower', 'Fire Blast', 'Leech Life', 'Substitute', 'Endure', 'Sleep Talk', 'Heat Wave', 'Overheat', 'Flare Blitz', 'X-Scissor', 'Bug Buzz', 'Power Whip', 'Scald', 'Heat Crash']"
#0852,Clobbopus,['fighting'],"['Limber', 'Technician']",50,68,60,50,50,32,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",310,51,"['Taunt', 'Leer', 'Rock Smash', 'Feint', 'Bind', 'Detect', 'Brick Break', 'Bulk Up', 'Submission', 'Reversal', 'Superpower', 'Circle Throw', 'Pain Split', 'Power-Up Punch', 'Seismic Toss', 'Soak', 'Sucker Punch', 'Coaching', 'Mega Punch', 'Ice Punch', 'Rest', 'Snore', 'Protect', 'Attract', 'Facade', 'Revenge', 'Dive', 'Mud Shot', 'Brine', 'Payback', 'Round', 'Retaliate', 'Body Slam', 'Waterfall', 'Substitute', 'Endure', 'Sleep Talk', 'Muddy Water', 'Close Combat', 'Focus Blast', 'Work Up', 'Liquidation']"
#0853,Grapploct,['fighting'],"['Limber', 'Technician']",80,118,90,70,80,42,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",480,80,"['Taunt', 'Bind', 'Feint', 'Leer', 'Octazooka', 'Octolock', 'Rock Smash', 'Detect', 'Brick Break', 'Bulk Up', 'Submission', 'Reversal', 'Superpower', 'Topsy-Turvy', 'Circle Throw', 'Pain Split', 'Power-Up Punch', 'Seismic Toss', 'Soak', 'Sucker Punch', 'Coaching', 'Skitter Smack', 'Mega Punch', 'Ice Punch', 'Hyper Beam', 'Giga Impact', 'Dig', 'Rest', 'Snore', 'Protect', 'Scary Face', 'Attract', 'Whirlpool', 'Facade', 'Revenge', 'Dive', 'Mud Shot', 'Brine', 'Payback', 'Drain Punch', 'Round', 'Retaliate', 'Brutal Swing', 'Stomping Tantrum', 'Body Slam', 'Hydro Pump', 'Surf', 'Waterfall', 'Substitute', 'Endure', 'Sleep Talk', 'Muddy Water', 'Close Combat', 'Focus Blast', 'Work Up', 'Liquidation']"
#0854,Sinistea,['ghost'],"['Weak Armor', 'Cursed Body']",40,45,45,74,54,50,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",308,51,"['Astonish', 'Withdraw', 'Aromatic Mist', 'Mega Drain', 'Sucker Punch', 'Sweet Scent', 'Giga Drain', 'Nasty Plot', 'Shadow Ball', 'Memento', 'Shell Smash', 'Ally Switch', 'Protect', 'Psybeam', 'Confuse Ray', 'Facade', 'Hex', 'Magical Leaf', 'Stored Power', 'Night Shade', 'Endure', 'Psyshock', 'Foul Play', 'Sleep Talk', 'Metronome', 'Rest', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Will-O-Wisp', 'Trick', 'Psychic', 'Calm Mind', 'Baton Pass', 'Phantom Force', 'Trick Room', 'Tera Blast', 'Spite', 'Poltergeist', 'Curse', 'Aromatherapy', 'Snore', 'Payback', 'Wonder Room', 'Round']"
#0855,Polteageist,['ghost'],"['Weak Armor', 'Cursed Body']",60,65,65,134,114,70,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",508,84,"['Aromatic Mist', 'Astonish', 'Mega Drain', 'Strength Sap', 'Withdraw', 'Protect', 'Sucker Punch', 'Sweet Scent', 'Giga Drain', 'Nasty Plot', 'Shadow Ball', 'Memento', 'Shell Smash', 'Curse', 'Teatime', 'Ally Switch', 'Psybeam', 'Confuse Ray', 'Facade', 'Hex', 'Magical Leaf', 'Stored Power', 'Night Shade', 'Endure', 'Psyshock', 'Foul Play', 'Sleep Talk', 'Reflect', 'Light Screen', 'Metronome', 'Rest', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Will-O-Wisp', 'Trick', 'Psychic', 'Calm Mind', 'Baton Pass', 'Phantom Force', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Tera Blast', 'Spite', 'Poltergeist', 'Pain Split', 'Aromatherapy', 'Self-Destruct', 'Snore', 'Payback', 'Wonder Room', 'Round']"
#0856,Hatenna,['psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",42,30,45,56,53,39,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",265,44,"['Confusion', 'Play Nice', 'Life Dew', 'Disarming Voice', 'Aromatic Mist', 'Psybeam', 'Heal Pulse', 'Dazzling Gleam', 'Calm Mind', 'Psychic', 'Healing Wish', 'After You', 'Mystical Fire', 'Nuzzle', 'Quash', 'Charm', 'Protect', 'Facade', 'Swift', 'Magical Leaf', 'Draining Kiss', 'Stored Power', 'Endure', 'Psyshock', 'Sleep Talk', 'Reflect', 'Light Screen', 'Metronome', 'Thunder Wave', 'Rest', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Trick', 'Giga Drain', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Psychic Terrain', 'Misty Terrain', 'Trick Room', 'Tera Blast', 'Psych Up', 'Future Sight', 'Expanding Force', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Round']"
#0857,Hattrem,['psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",57,40,65,86,73,49,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",370,61,"['Confusion', 'Disarming Voice', 'Life Dew', 'Play Nice', 'Aromatic Mist', 'Psybeam', 'Heal Pulse', 'Dazzling Gleam', 'Calm Mind', 'Psychic', 'Healing Wish', 'Brutal Swing', 'After You', 'Mystical Fire', 'Nuzzle', 'Quash', 'Charm', 'Protect', 'Facade', 'Swift', 'Magical Leaf', 'Draining Kiss', 'Stored Power', 'Endure', 'Psyshock', 'Sleep Talk', 'Reflect', 'Light Screen', 'Metronome', 'Thunder Wave', 'Rest', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Trick', 'Giga Drain', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Psychic Terrain', 'Misty Terrain', 'Trick Room', 'Tera Blast', 'Psych Up', 'Future Sight', 'Expanding Force', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Round']"
#0858,Hatterene,"['psychic', 'fairy']","['Healer', 'Anticipation', 'Magic Bounce']",57,90,95,136,103,29,"['fighting', 'dragon']","['steel', 'fire', 'psychic', 'dark']","['fighting', 'psychic', 'dragon']","['poison', 'ghost', 'steel']",510,85,"['G-Max Smite', 'Brutal Swing', 'Confusion', 'Disarming Voice', 'Life Dew', 'Play Nice', 'Aromatic Mist', 'Psybeam', 'Heal Pulse', 'Dazzling Gleam', 'Calm Mind', 'Psychic', 'Healing Wish', 'Magic Powder', 'Psycho Cut', 'After You', 'Mystical Fire', 'Nuzzle', 'Quash', 'Charm', 'Agility', 'Protect', 'Facade', 'Swift', 'Magical Leaf', 'Draining Kiss', 'Stored Power', 'Endure', 'Psyshock', 'Shadow Claw', 'Sleep Talk', 'Reflect', 'Light Screen', 'Metronome', 'Thunder Wave', 'Rest', 'Swords Dance', 'Imprison', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Trick', 'Giga Drain', 'Shadow Ball', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Psychic Terrain', 'Misty Terrain', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Tera Blast', 'Gravity', 'Misty Explosion', 'Pain Split', 'Psych Up', 'Future Sight', 'Expanding Force', 'Psychic Noise', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Power Swap', 'Guard Swap', 'Wonder Room', 'Magic Room', 'Round', 'Power Whip']"
#0859,Impidimp,"['dark', 'fairy']","['Prankster', 'Frisk', 'Pickpocket']",45,45,30,55,40,50,"['ghost', 'psychic', 'dragon']","['poison', 'steel', 'fire', 'fairy']","['ghost', 'psychic', 'dragon', 'dark']","['poison', 'steel', 'fairy']",265,44,"['Confide', 'Fake Out', 'Bite', 'Flatter', 'Fake Tears', 'Assurance', 'Swagger', 'Sucker Punch', 'Torment', 'Dark Pulse', 'Nasty Plot', 'Play Rough', 'Foul Play', 'Parting Shot', 'Take Down', 'Scary Face', 'Protect', 'Low Kick', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Draining Kiss', 'Fling', 'Endure', 'Sleep Talk', 'Drain Punch', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Thunder Wave', 'Rest', 'Taunt', 'Leech Life', 'Substitute', 'Trick', 'Misty Terrain', 'Tera Blast', 'Burning Jealousy', 'Lash Out', 'Throat Chop', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Round', 'Retaliate', 'Uproar']"
