Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0931,Squawkabilly,"['normal', 'flying']","['Intimidate', 'Hustle', 'Guts']",82,96,51,45,51,92,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ground', 'bug', 'ghost', 'grass']","['rock', 'electric', 'ice']",417,69,"['Growl', 'Mimic', 'Peck', 'Quick Attack', 'Torment', 'Aerial Ace', 'Fury Attack', 'Taunt', 'Uproar', 'Copycat', 'Fly', 'Facade', 'Swagger', 'Brave Bird', 'Roost', 'Reversal', 'Double-Edge', 'Final Gambit', 'Flatter', 'Parting Shot', 'Take Down', 'Fake Tears', 'Scary Face', 'Protect', 'Thief', 'Pounce', 'Air Cutter', 'Endure', 'Sunny Day', 'U-turn', 'Foul Play', 'Air Slash', 'Sleep Talk', 'Rest', 'Substitute', 'Tailwind', 'Hyper Voice', 'Heat Wave', 'Helping Hand', 'Giga Impact', 'Hurricane', 'Hyper Beam', 'Tera Blast', 'Dual Wingbeat', 'Lash Out', 'Endeavor', 'Feather Dance']"
#0932,Nacli,['rock'],"['Purifying Salt', 'Sturdy', 'Clear Body']",55,55,75,35,35,25,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",280,46,"['Harden', 'Tackle', 'Rock Throw', 'Mud Shot', 'Smack Down', 'Rock Polish', 'Headbutt', 'Iron Defense', 'Recover', 'Rock Slide', 'Stealth Rock', 'Heavy Slam', 'Earthquake', 'Stone Edge', 'Ancient Power', 'Curse', 'Fissure', 'Power Gem', 'Take Down', 'Protect', 'Facade', 'Bulldoze', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Flash Cannon', 'Iron Head', 'Substitute', 'Helping Hand', 'Earth Power', 'Tera Blast', 'Meteor Beam']"
#0933,Naclstack,['rock'],"['Purifying Salt', 'Sturdy', 'Clear Body']",60,60,100,35,65,35,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",355,59,"['Harden', 'Tackle', 'Rock Throw', 'Mud Shot', 'Smack Down', 'Rock Polish', 'Headbutt', 'Iron Defense', 'Recover', 'Rock Slide', 'Stealth Rock', 'Heavy Slam', 'Earthquake', 'Stone Edge', 'Salt Cure', 'Ancient Power', 'Curse', 'Fissure', 'Power Gem', 'Take Down', 'Protect', 'Facade', 'Bulldoze', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Body Press', 'Flash Cannon', 'Iron Head', 'Substitute', 'Helping Hand', 'Earth Power', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Double-Edge', 'Meteor Beam']"
#0934,Garganacl,['rock'],"['Purifying Salt', 'Sturdy', 'Clear Body']",100,100,130,45,90,35,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",500,83,"['Block', 'Harden', 'Rock Blast', 'Tackle', 'Wide Guard', 'Rock Throw', 'Mud Shot', 'Rock Tomb', 'Rock Polish', 'Headbutt', 'Salt Cure', 'Recover', 'Rock Slide', 'Stealth Rock', 'Heavy Slam', 'Earthquake', 'Stone Edge', 'Explosion', 'Hammer Arm', 'Ancient Power', 'Curse', 'Fissure', 'Power Gem', 'Take Down', 'Protect', 'Facade', 'Bulldoze', 'Fling', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Body Press', 'Flash Cannon', 'Iron Head', 'Substitute', 'Iron Defense', 'Helping Hand', 'Earth Power', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Gravity', 'Smack Down', 'Focus Punch', 'Double-Edge', 'Meteor Beam', 'Hard Press']"
#0935,Charcadet,['fire'],"['Flash Fire', 'Flame Body']",40,50,40,50,40,35,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",255,42,"['Astonish', 'Ember', 'Leer', 'Clear Smog', 'Fire Spin', 'Will-O-Wisp', 'Night Shade', 'Flame Charge', 'Incinerate', 'Lava Plume', 'Destiny Bond', 'Disable', 'Spite', 'Take Down', 'Protect', 'Confuse Ray', 'Facade', 'Endure', 'Sunny Day', 'Sleep Talk', 'Rest', 'Substitute', 'Heat Wave', 'Flamethrower', 'Helping Hand', 'Fire Blast', 'Overheat', 'Flare Blitz', 'Tera Blast']"
#0936,Armarouge,"['fire', 'psychic']","['Flash Fire', 'Weak Armor']",85,60,100,125,80,75,"['fighting', 'poison', 'bug', 'grass', 'ice']","['rock', 'fire', 'water', 'psychic', 'dragon', 'dark']","['fighting', 'steel', 'fire', 'grass', 'psychic', 'ice', 'fairy']","['ground', 'rock', 'ghost', 'water', 'dark']",525,87,"['Astonish', 'Ember', 'Leer', 'Mystical Fire', 'Wide Guard', 'Clear Smog', 'Fire Spin', 'Will-O-Wisp', 'Night Shade', 'Flame Charge', 'Incinerate', 'Lava Plume', 'Calm Mind', 'Ally Switch', 'Flamethrower', 'Expanding Force', 'Armor Cannon', 'Psyshock', 'Destiny Bond', 'Disable', 'Spite', 'Take Down', 'Protect', 'Acid Spray', 'Psybeam', 'Confuse Ray', 'Facade', 'Stored Power', 'Fling', 'Endure', 'Sunny Day', 'Sleep Talk', 'Reflect', 'Light Screen', 'Rest', 'Taunt', 'Flash Cannon', 'Dark Pulse', 'Substitute', 'Iron Defense', 'Trick', 'Aura Sphere', 'Shadow Ball', 'Dragon Pulse', 'Heat Wave', 'Energy Ball', 'Psychic', 'Helping Hand', 'Psychic Terrain', 'Fire Blast', 'Overheat', 'Focus Blast', 'Trick Room', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Weather Ball', 'Psych Up', 'Scorching Sands', 'Meteor Beam']"
#0937,Ceruledge,"['fire', 'ghost']","['Flash Fire', 'Weak Armor']",75,125,80,60,100,85,"['bug', 'ghost', 'steel', 'grass', 'psychic', 'ice']","['normal', 'rock', 'fire', 'water', 'dragon', 'dark']","['normal', 'fighting', 'poison', 'bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'ghost', 'water', 'dark']",525,87,"['Astonish', 'Ember', 'Leer', 'Clear Smog', 'Fire Spin', 'Will-O-Wisp', 'Night Shade', 'Flame Charge', 'Incinerate', 'Lava Plume', 'Swords Dance', 'Ally Switch', 'Bitter Blade', 'Psycho Cut', 'Flare Blitz', 'Shadow Claw', 'Night Slash', 'Quick Guard', 'Shadow Sneak', 'Solar Blade', 'Destiny Bond', 'Disable', 'Spite', 'Take Down', 'Protect', 'Confuse Ray', 'Facade', 'Hex', 'Stored Power', 'Fling', 'Endure', 'Sunny Day', 'False Swipe', 'Brick Break', 'Bulk Up', 'Sleep Talk', 'Reflect', 'Light Screen', 'Dragon Claw', 'Poison Jab', 'Rest', 'Taunt', 'Iron Head', 'Substitute', 'Iron Defense', 'X-Scissor', 'Shadow Ball', 'Heat Wave', 'Flamethrower', 'Helping Hand', 'Fire Blast', 'Phantom Force', 'Overheat', 'Close Combat', 'Tera Blast', 'Vacuum Wave', 'Poltergeist', 'Psych Up', 'Throat Chop', 'Curse']"
#0938,Tadbulb,['electric'],"['Own Tempo', 'Static', 'Damp']",61,31,41,59,35,45,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],272,45,"['Mud-Slap', 'Tackle', 'Thunder Shock', 'Water Gun', 'Charge', 'Spark', 'Mud Shot', 'Flail', 'Discharge', 'Weather Ball', 'Electric Terrain', 'Sucker Punch', 'Zap Cannon', 'Muddy Water', 'Parabolic Charge', 'Soak', 'Protect', 'Water Pulse', 'Acid Spray', 'Confuse Ray', 'Chilling Water', 'Charge Beam', 'Swift', 'Endure', 'Volt Switch', 'Rain Dance', 'Sleep Talk', 'Electro Ball', 'Reflect', 'Light Screen', 'Thunder Wave', 'Rest', 'Eerie Impulse', 'Substitute', 'Hyper Voice', 'Thunderbolt', 'Wild Charge', 'Thunder', 'Tera Blast', 'Electroweb']"
#0939,Bellibolt,['electric'],"['Electromorphosis', 'Static', 'Damp']",109,64,91,103,83,45,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],495,82,"['Mud-Slap', 'Slack Off', 'Tackle', 'Thunder Shock', 'Water Gun', 'Charge', 'Spark', 'Mud Shot', 'Flail', 'Discharge', 'Weather Ball', 'Electric Terrain', 'Sucker Punch', 'Zap Cannon', 'Muddy Water', 'Parabolic Charge', 'Soak', 'Protect', 'Water Pulse', 'Acid Spray', 'Confuse Ray', 'Chilling Water', 'Charge Beam', 'Swift', 'Endure', 'Volt Switch', 'Rain Dance', 'Sleep Talk', 'Electro Ball', 'Reflect', 'Light Screen', 'Thunder Wave', 'Rest', 'Eerie Impulse', 'Substitute', 'Hyper Voice', 'Thunderbolt', 'Wild Charge', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Toxic', 'Supercell Slam', 'Electroweb']"
#0940,Wattrel,"['electric', 'flying']","['Wind Power', 'Volt Absorb', 'Competitive']",40,40,35,55,40,70,"['fighting', 'flying', 'bug', 'water']","['ground', 'rock', 'steel', 'electric', 'dragon']","['fighting', 'flying', 'ground', 'bug', 'steel', 'grass']","['rock', 'ice']",280,46,"['Growl', 'Peck', 'Thunder Shock', 'Quick Attack', 'Pluck', 'Spark', 'Uproar', 'Roost', 'Dual Wingbeat', 'Agility', 'Volt Switch', 'Discharge', 'Endeavor', 'Feather Dance', 'Spit Up', 'Stockpile', 'Swallow', 'Weather Ball', 'Take Down', 'Protect', 'Acrobatics', 'Charge Beam', 'Facade', 'Aerial Ace', 'Swift', 'Air Cutter', 'Endure', 'U-turn', 'Air Slash', 'Sleep Talk', 'Electro Ball', 'Thunder Wave', 'Rest', 'Eerie Impulse', 'Fly', 'Substitute', 'Tailwind', 'Thunderbolt', 'Electric Terrain', 'Wild Charge', 'Hurricane', 'Brave Bird', 'Thunder', 'Tera Blast', 'Charge', 'Electroweb']"
#0941,Kilowattrel,"['electric', 'flying']","['Wind Power', 'Volt Absorb', 'Competitive']",70,70,60,105,60,125,"['fighting', 'flying', 'bug', 'water']","['ground', 'rock', 'steel', 'electric', 'dragon']","['fighting', 'flying', 'ground', 'bug', 'steel', 'grass']","['rock', 'ice']",490,81,"['Growl', 'Peck', 'Thunder Shock', 'Quick Attack', 'Pluck', 'Spark', 'Uproar', 'Roost', 'Dual Wingbeat', 'Agility', 'Volt Switch', 'Discharge', 'Hurricane', 'Electro Ball', 'Endeavor', 'Feather Dance', 'Spit Up', 'Stockpile', 'Swallow', 'Weather Ball', 'Take Down', 'Scary Face', 'Protect', 'Acrobatics', 'Charge Beam', 'Facade', 'Aerial Ace', 'Swift', 'Air Cutter', 'Endure', 'U-turn', 'Air Slash', 'Sleep Talk', 'Thunder Wave', 'Rest', 'Eerie Impulse', 'Fly', 'Substitute', 'Tailwind', 'Thunderbolt', 'Electric Terrain', 'Wild Charge', 'Giga Impact', 'Hyper Beam', 'Brave Bird', 'Thunder', 'Tera Blast', 'Charge', 'Supercell Slam', 'Electroweb']"
#0942,Maschiff,['dark'],"['Intimidate', 'Run Away', 'Stakeout']",60,78,60,40,51,51,"['ghost', 'psychic']","['fighting', 'fairy', 'dark']","['ghost', 'psychic', 'dark']","['fighting', 'bug', 'fairy']",340,56,"['Leer', 'Scary Face', 'Tackle', 'Lick', 'Snarl', 'Hone Claws', 'Bite', 'Roar', 'Headbutt', 'Payback', 'Crunch', 'Swagger', 'Reversal', 'Jaw Lock', 'Double-Edge', 'Destiny Bond', 'Endeavor', 'Play Rough', 'Retaliate', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Thief', 'Trailblaze', 'Facade', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Rest', 'Taunt', 'Dark Pulse', 'Substitute', 'Helping Hand', 'Tera Blast', 'Lash Out']"
#0943,Mabosstiff,['dark'],"['Intimidate', 'Guard Dog', 'Stakeout']",80,120,90,60,70,85,"['ghost', 'psychic']","['fighting', 'fairy', 'dark']","['ghost', 'psychic', 'dark']","['fighting', 'bug', 'fairy']",505,84,"['Leer', 'Scary Face', 'Tackle', 'Lick', 'Snarl', 'Hone Claws', 'Bite', 'Roar', 'Headbutt', 'Payback', 'Crunch', 'Swagger', 'Reversal', 'Jaw Lock', 'Double-Edge', 'Outrage', 'Comeuppance', 'Destiny Bond', 'Endeavor', 'Play Rough', 'Retaliate', 'Take Down', 'Charm', 'Fake Tears', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Thief', 'Trailblaze', 'Facade', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Rest', 'Taunt', 'Dark Pulse', 'Substitute', 'Hyper Voice', 'Helping Hand', 'Wild Charge', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Spite', 'Lash Out', 'Pain Split', 'Curse']"
#0944,Shroodle,"['poison', 'normal']","['Unburden', 'Pickpocket', 'Prankster']",40,65,35,40,35,75,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['poison', 'bug', 'ghost', 'grass', 'fairy']","['ground', 'psychic']",290,48,"['Leer', 'Scratch', 'Acid Spray', 'Bite', 'Fury Swipes', 'Switcheroo', 'Poison Fang', 'Flatter', 'Slash', 'U-turn', 'Poison Jab', 'Taunt', 'Substitute', 'Knock Off', 'Gunk Shot', 'Copycat', 'Cross Poison', 'Parting Shot', 'Super Fang', 'Swagger', 'Toxic', 'Take Down', 'Mud-Slap', 'Protect', 'Acrobatics', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Mud Shot', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Foul Play', 'Sleep Talk', 'Metronome', 'Rest', 'Swords Dance', 'Encore', 'Helping Hand', 'Baton Pass', 'Nasty Plot', 'Sludge Bomb', 'Tera Blast', 'Psych Up', 'Double-Edge', 'Endeavor', 'Sludge Wave', 'Skitter Smack', 'Throat Chop']"
#0945,Grafaiai,"['poison', 'normal']","['Unburden', 'Poison Touch', 'Prankster']",63,95,65,80,72,110,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['poison', 'bug', 'ghost', 'grass', 'fairy']","['ground', 'psychic']",485,80,"['Leer', 'Scratch', 'Acid Spray', 'Fury Swipes', 'Switcheroo', 'Poison Fang', 'Flatter', 'Slash', 'U-turn', 'Poison Jab', 'Taunt', 'Substitute', 'Knock Off', 'Gunk Shot', 'Doodle', 'Copycat', 'Cross Poison', 'Parting Shot', 'Super Fang', 'Swagger', 'Toxic', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Poison Tail', 'Mud Shot', 'Low Sweep', 'Fling', 'Venoshock', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Shadow Claw', 'Foul Play', 'Sleep Talk', 'Metronome', 'Rest', 'Swords Dance', 'X-Scissor', 'Encore', 'Helping Hand', 'Baton Pass', 'Nasty Plot', 'Sludge Bomb', 'Giga Impact', 'Tera Blast', 'Psych Up', 'Double-Edge', 'Endeavor', 'Sludge Wave', 'Skitter Smack', 'Throat Chop']"
#0946,Bramblin,"['grass', 'ghost']","['Wind Rider', 'Infiltrator']",40,65,30,45,35,60,"['ground', 'rock', 'ghost', 'water', 'psychic']","['normal', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon', 'dark']","['normal', 'fighting', 'ground', 'water', 'grass', 'electric']","['flying', 'ghost', 'fire', 'ice', 'dark']",275,45,"['Astonish', 'Defense Curl', 'Rollout', 'Absorb', 'Rapid Spin', 'Bullet Seed', 'Infestation', 'Hex', 'Mega Drain', 'Disable', 'Phantom Force', 'Giga Drain', 'Curse', 'Pain Split', 'Power Whip', 'Beat Up', 'Block', 'Leech Seed', 'Shadow Sneak', 'Strength Sap', 'Scary Face', 'Protect', 'Confuse Ray', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Night Shade', 'Endure', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Spikes', 'Substitute', 'Shadow Ball', 'Energy Ball', 'Grassy Terrain', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Spite', 'Grassy Glide', 'Poltergeist']"
#0947,Brambleghast,"['grass', 'ghost']","['Wind Rider', 'Infiltrator']",55,115,70,80,70,90,"['ground', 'rock', 'ghost', 'water', 'psychic']","['normal', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon', 'dark']","['normal', 'fighting', 'ground', 'water', 'grass', 'electric']","['flying', 'ghost', 'fire', 'ice', 'dark']",480,80,"['Astonish', 'Defense Curl', 'Rollout', 'Absorb', 'Rapid Spin', 'Bullet Seed', 'Infestation', 'Hex', 'Mega Drain', 'Disable', 'Phantom Force', 'Giga Drain', 'Curse', 'Pain Split', 'Power Whip', 'Beat Up', 'Block', 'Leech Seed', 'Shadow Sneak', 'Strength Sap', 'Scary Face', 'Protect', 'Confuse Ray', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Night Shade', 'Endure', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Spikes', 'Substitute', 'Shadow Ball', 'Energy Ball', 'Grassy Terrain', 'Giga Impact', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Spite', 'Grassy Glide', 'Poltergeist', 'Skitter Smack']"
#0948,Toedscool,"['ground', 'grass']",['Mycelium Might'],40,40,35,50,100,70,"['ground', 'rock', 'water', 'electric']","['flying', 'bug', 'grass', 'dragon']","['ground', 'rock', 'electric']","['flying', 'bug', 'fire', 'ice']",335,55,"['Mud-Slap', 'Wrap', 'Absorb', 'Poison Powder', 'Stun Spore', 'Supersonic', 'Tackle', 'Mega Drain', 'Screech', 'Mud Shot', 'Hex', 'Seed Bomb', 'Spore', 'Growth', 'Giga Drain', 'Earth Power', 'Power Whip', 'Acupressure', 'Knock Off', 'Leech Seed', 'Mirror Coat', 'Rage Powder', 'Rapid Spin', 'Tickle', 'Toxic', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Trailblaze', 'Swift', 'Magical Leaf', 'Venoshock', 'Endure', 'Rain Dance', 'Bullet Seed', 'Foul Play', 'Sleep Talk', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Taunt', 'Spikes', 'Toxic Spikes', 'Flash Cannon', 'Substitute', 'Energy Ball', 'Grassy Terrain', 'Sludge Bomb', 'Leaf Storm', 'Trick Room', 'Solar Beam', 'Tera Blast']"
#0949,Toedscruel,"['ground', 'grass']",['Mycelium Might'],80,70,65,80,120,100,"['ground', 'rock', 'water', 'electric']","['flying', 'bug', 'grass', 'dragon']","['ground', 'rock', 'electric']","['flying', 'bug', 'fire', 'ice']",515,85,"['Mud-Slap', 'Reflect Type', 'Wrap', 'Absorb', 'Poison Powder', 'Stun Spore', 'Supersonic', 'Tackle', 'Mega Drain', 'Screech', 'Mud Shot', 'Hex', 'Seed Bomb', 'Spore', 'Growth', 'Giga Drain', 'Earth Power', 'Power Whip', 'Acupressure', 'Knock Off', 'Leech Seed', 'Mirror Coat', 'Rage Powder', 'Rapid Spin', 'Tickle', 'Toxic', 'Scary Face', 'Protect', 'Acid Spray', 'Confuse Ray', 'Trailblaze', 'Swift', 'Magical Leaf', 'Venoshock', 'Endure', 'Rain Dance', 'Bullet Seed', 'Foul Play', 'Sleep Talk', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Taunt', 'Spikes', 'Toxic Spikes', 'Flash Cannon', 'Substitute', 'Energy Ball', 'Grassy Terrain', 'Sludge Bomb', 'Giga Impact', 'Leaf Storm', 'Trick Room', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Lunge', 'Grassy Glide', 'Pain Split', 'Skitter Smack']"
#0950,Klawf,['rock'],"['Anger Shell', 'Shell Armor', 'Regenerator']",70,100,115,35,55,75,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",450,75,"['Rock Throw', 'Vise Grip', 'Harden', 'Rock Smash', 'Rock Tomb', 'Metal Claw', 'Protect', 'Rock Blast', 'X-Scissor', 'Swords Dance', 'Flail', 'Rock Slide', 'High Horsepower', 'Iron Defense', 'Guillotine', 'Ancient Power', 'Crabhammer', 'Endeavor', 'Knock Off', 'Take Down', 'Mud-Slap', 'Scary Face', 'Thief', 'Trailblaze', 'Facade', 'Bulldoze', 'Mud Shot', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Shadow Claw', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Power Gem', 'Substitute', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Reversal', 'Stone Edge', 'Giga Impact', 'Hyper Beam', 'Tera Blast']"
#0951,Capsakid,['grass'],"['Chlorophyll', 'Insomnia', 'Klutz']",50,62,40,62,40,50,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",304,50,"['Leafage', 'Leer', 'Bite', 'Growth', 'Razor Leaf', 'Sunny Day', 'Bullet Seed', 'Headbutt', 'Zen Headbutt', 'Crunch', 'Seed Bomb', 'Solar Beam', 'Ingrain', 'Leech Seed', 'Rage Powder', 'Rollout', 'Worry Seed', 'Take Down', 'Protect', 'Thief', 'Trailblaze', 'Facade', 'Magical Leaf', 'Endure', 'Sandstorm', 'Sleep Talk', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Substitute', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Grassy Terrain', 'Leaf Storm', 'Tera Blast', 'Super Fang', 'Grassy Glide', 'Endeavor']"
#0952,Scovillain,"['grass', 'fire']","['Chlorophyll', 'Insomnia', 'Moody']",65,108,65,108,65,75,"['ground', 'ice']","['flying', 'poison', 'fire', 'dragon']","['steel', 'grass', 'electric', 'fairy']","['flying', 'poison', 'rock']",486,81,"['Fire Fang', 'Leafage', 'Leer', 'Bite', 'Growth', 'Razor Leaf', 'Sunny Day', 'Bullet Seed', 'Headbutt', 'Zen Headbutt', 'Worry Seed', 'Crunch', 'Seed Bomb', 'Overheat', 'Solar Beam', 'Flamethrower', 'Spicy Extract', 'Ingrain', 'Leech Seed', 'Rage Powder', 'Rollout', 'Take Down', 'Scary Face', 'Protect', 'Thief', 'Trailblaze', 'Facade', 'Magical Leaf', 'Endure', 'Sandstorm', 'Sleep Talk', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Substitute', 'Will-O-Wisp', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Grassy Terrain', 'Fire Blast', 'Giga Impact', 'Leaf Storm', 'Hyper Beam', 'Tera Blast', 'Super Fang', 'Grassy Glide', 'Burning Jealousy', 'Lash Out', 'Endeavor', 'Temper Flare']"
#0953,Rellor,['bug'],"['Compoundeyes', 'Shed Skin']",41,50,60,31,58,30,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",270,45,"['Defense Curl', 'Tackle', 'Sand Attack', 'Struggle Bug', 'Rollout', 'Mud Shot', 'Bug Bite', 'Take Down', 'Dig', 'Lunge', 'Cosmic Power', 'Memento', 'Recover', 'Weather Ball', 'Mud-Slap', 'Protect', 'Thief', 'Pounce', 'Facade', 'Rock Tomb', 'Fling', 'Endure', 'Sleep Talk', 'Rest', 'Leech Life', 'Gunk Shot', 'Substitute', 'Iron Defense', 'X-Scissor', 'Sludge Bomb', 'Bug Buzz', 'Tera Blast', 'Skitter Smack']"
#0954,Rabsca,"['bug', 'psychic']","['Synchronize', 'Telepathy']",75,50,85,115,100,45,['grass'],"['flying', 'ghost', 'steel', 'fire', 'fairy', 'dark']","['fighting', 'ground', 'grass', 'psychic']","['flying', 'rock', 'bug', 'ghost', 'fire', 'dark']",470,78,"['Confusion', 'Defense Curl', 'Tackle', 'Sand Attack', 'Struggle Bug', 'Rollout', 'Psybeam', 'Bug Bite', 'Take Down', 'Extrasensory', 'Lunge', 'Guard Swap', 'Power Swap', 'Speed Swap', 'Bug Buzz', 'Psychic', 'Revival Blessing', 'Psych Up', 'Safeguard', 'Cosmic Power', 'Memento', 'Recover', 'Weather Ball', 'Mud-Slap', 'Protect', 'Confuse Ray', 'Thief', 'Pounce', 'Facade', 'Mud Shot', 'Rock Tomb', 'Stored Power', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Psyshock', 'Dig', 'Zen Headbutt', 'Sleep Talk', 'Electro Ball', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Rest', 'Imprison', 'Leech Life', 'Skill Swap', 'Power Gem', 'Gunk Shot', 'Substitute', 'Iron Defense', 'X-Scissor', 'Trick', 'Shadow Ball', 'Energy Ball', 'Calm Mind', 'Earth Power', 'Psychic Terrain', 'Sludge Bomb', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Tera Blast', 'Gravity', 'Poltergeist', 'Future Sight', 'Expanding Force', 'Skitter Smack', 'Psychic Noise']"
#0955,Flittle,['psychic'],"['Anticipation', 'Frisk', 'Speed Boost']",30,35,30,55,30,75,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",255,42,"['Growl', 'Peck', 'Confusion', 'Baby-Doll Eyes', 'Disarming Voice', 'Quick Attack', 'Psybeam', 'Pluck', 'Agility', 'Uproar', 'Ally Switch', 'Hypnosis', 'Roost', 'Take Down', 'Mud-Slap', 'Protect', 'Confuse Ray', 'Thief', 'Pounce', 'Facade', 'Swift', 'Stored Power', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Psyshock', 'Zen Headbutt', 'U-turn', 'Foul Play', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Rest', 'Skill Swap', 'Substitute', 'Trick', 'Psychic', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Psychic Terrain', 'Trick Room', 'Tera Blast']"
