Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0742,Cutiefly,"['bug', 'fairy']","['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,"['grass', 'psychic', 'dragon', 'dark']","['flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'bug', 'grass', 'dragon', 'dark']","['flying', 'poison', 'rock', 'steel', 'fire']",304,50,"['Absorb', 'Fairy Wind', 'Stun Spore', 'Sweet Scent', 'Draining Kiss', 'Struggle Bug', 'Covet', 'Switcheroo', 'Dazzling Gleam', 'Bug Buzz', 'Quiver Dance', 'Aromatic Mist', 'Moonblast', 'Sticky Web', 'Charm', 'Fake Tears', 'Protect', 'Acrobatics', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Swift', 'Magical Leaf', 'Endure', 'Sunny Day', 'U-turn', 'Sleep Talk', 'Reflect', 'Light Screen', 'Grass Knot', 'Rest', 'Imprison', 'Leech Life', 'Skill Swap', 'Substitute', 'Trick', 'Tailwind', 'Energy Ball', 'Psychic', 'Play Rough', 'Calm Mind', 'Helping Hand', 'Pollen Puff', 'Baton Pass', 'Tera Blast', 'Bug Bite', 'Psych Up', 'Skitter Smack', 'Aromatherapy', 'Dual Wingbeat', 'Safeguard', 'Snore', 'Attract', 'Speed Swap', 'Wonder Room', 'Magic Room', 'Round', 'Ally Switch']"
#0743,Ribombee,"['bug', 'fairy']","['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,"['grass', 'psychic', 'dragon', 'dark']","['flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'bug', 'grass', 'dragon', 'dark']","['flying', 'poison', 'rock', 'steel', 'fire']",464,77,"['Absorb', 'Fairy Wind', 'Stun Spore', 'Sweet Scent', 'Draining Kiss', 'Struggle Bug', 'Covet', 'Switcheroo', 'Dazzling Gleam', 'Bug Buzz', 'Quiver Dance', 'Pollen Puff', 'Take Down', 'Charm', 'Fake Tears', 'Agility', 'Protect', 'Acrobatics', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Swift', 'Magical Leaf', 'Stored Power', 'Endure', 'Sunny Day', 'U-turn', 'Sleep Talk', 'Reflect', 'Light Screen', 'Grass Knot', 'Rest', 'Imprison', 'Leech Life', 'Skill Swap', 'Substitute', 'Trick', 'Tailwind', 'Energy Ball', 'Psychic', 'Play Rough', 'Calm Mind', 'Helping Hand', 'Baton Pass', 'Giga Impact', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Bug Bite', 'Lunge', 'Dual Wingbeat', 'Psych Up', 'Skitter Smack', 'Alluring Voice', 'Psychic Noise', 'Aromatherapy', 'Aromatic Mist', 'Moonblast', 'Sticky Web', 'Safeguard', 'Snore', 'Attract', 'Speed Swap', 'Wonder Room', 'Magic Room', 'Round', 'Ally Switch']"
#0744,Rockruff,['rock'],"['Keen Eye', 'Vital Spirit', 'Steadfast']",45,65,40,30,40,60,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",280,46,"['Leer', 'Tackle', 'Sand Attack', 'Double Team', 'Rock Throw', 'Howl', 'Bite', 'Rock Tomb', 'Roar', 'Rock Slide', 'Crunch', 'Scary Face', 'Stealth Rock', 'Stone Edge', 'Endeavor', 'Last Resort', 'Sucker Punch', 'Thrash', 'Take Down', 'Charm', 'Mud-Slap', 'Protect', 'Fire Fang', 'Thunder Fang', 'Trailblaze', 'Facade', 'Bulldoze', 'Snarl', 'Endure', 'Sandstorm', 'Dig', 'Zen Headbutt', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Taunt', 'Swords Dance', 'Iron Head', 'Substitute', 'Iron Defense', 'Hyper Voice', 'Play Rough', 'Helping Hand', 'Earth Power', 'Tera Blast', 'Double-Edge', 'Snore', 'Attract', 'Round', 'Iron Tail']"
#0745,Lycanroc,['rock'],"['Keen Eye', 'Sand Rush', 'Steadfast']",75,115,65,55,65,112,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",487,81,"['Accelerock', 'Double Team', 'Leer', 'Quick Attack', 'Quick Guard', 'Sand Attack', 'Tackle', 'Rock Throw', 'Howl', 'Bite', 'Rock Tomb', 'Roar', 'Rock Slide', 'Crunch', 'Scary Face', 'Stealth Rock', 'Stone Edge', 'Endure', 'Reversal', 'Taunt', 'Counter', 'Sucker Punch', 'Crush Claw', 'Endeavor', 'Last Resort', 'Thrash', 'Take Down', 'Charm', 'Agility', 'Mud-Slap', 'Protect', 'Fire Fang', 'Thunder Fang', 'Trailblaze', 'Facade', 'Bulldoze', 'Snarl', 'Swift', 'Sunny Day', 'Sandstorm', 'Dig', 'Brick Break', 'Zen Headbutt', 'Psychic Fangs', 'Bulk Up', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Swords Dance', 'Iron Head', 'Substitute', 'Iron Defense', 'Drill Run', 'Hyper Voice', 'Play Rough', 'Helping Hand', 'Earth Power', 'Giga Impact', 'Close Combat', 'Tera Blast', 'Double-Edge', 'Low Sweep', 'Fling', 'Shadow Claw', 'Foul Play', 'Fire Punch', 'Thunder Punch', 'Outrage', 'Knock Off', 'Focus Punch', 'Lash Out', 'Throat Chop', 'Upper Hand', 'Snore', 'Attract', 'Assurance', 'Round', 'Tail Slap', 'Mega Punch', 'Mega Kick', 'Revenge', 'Payback', 'Iron Tail', 'Uproar', 'Focus Energy', 'Work Up']"
#0746,Wishiwashi,['water'],['Schooling'],45,20,20,25,25,40,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",175,29,"['Growl', 'Water Gun', 'Helping Hand', 'Beat Up', 'Brine', 'Tearful Look', 'Dive', 'Soak', 'Uproar', 'Aqua Tail', 'Aqua Ring', 'Endeavor', 'Hydro Pump', 'Double-Edge', 'Mist', 'Take Down', 'Water Pulse', 'Flip Turn', 'Scale Shot', 'Rest', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Hail', 'Whirlpool', 'Facade', 'Mud Shot', 'U-turn', 'Round', 'Bulldoze', 'Surf', 'Ice Beam', 'Earthquake', 'Waterfall', 'Substitute', 'Endure', 'Sleep Talk', 'Iron Tail', 'Muddy Water', 'Scald', 'Liquidation', 'Feint Attack', 'Water Sport', 'Covet', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Confide']"
#0747,Mareanie,"['poison', 'water']","['Merciless', 'Limber', 'Regenerator']",50,53,62,43,52,45,"['fire', 'fairy']","['poison', 'ghost', 'steel', 'water', 'dragon']","['fighting', 'poison', 'bug', 'steel', 'fire', 'water', 'ice', 'fairy']","['ground', 'electric', 'psychic']",305,50,"['Peck', 'Poison Sting', 'Wide Guard', 'Bite', 'Venoshock', 'Recover', 'Pin Missile', 'Toxic Spikes', 'Liquidation', 'Acid Spray', 'Poison Jab', 'Toxic', 'Haze', 'Infestation', 'Spit Up', 'Stockpile', 'Swallow', 'Protect', 'Water Pulse', 'Pounce', 'Chilling Water', 'Facade', 'Icy Wind', 'Mud Shot', 'Endure', 'Rain Dance', 'Sleep Talk', 'Rest', 'Gunk Shot', 'Substitute', 'Iron Defense', 'Surf', 'Ice Spinner', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Sludge Bomb', 'Tera Blast', 'Lunge', 'Pain Split', 'Muddy Water', 'Sludge Wave', 'Venom Drench', 'Safeguard', 'Snore', 'Attract', 'Hail', 'Brine', 'Payback', 'Round', 'Scald']"
#0748,Toxapex,"['poison', 'water']","['Merciless', 'Limber', 'Regenerator']",50,63,152,53,142,35,"['fire', 'fairy']","['poison', 'ghost', 'steel', 'water', 'dragon']","['fighting', 'poison', 'bug', 'steel', 'fire', 'water', 'ice', 'fairy']","['ground', 'electric', 'psychic']",495,82,"['Bite', 'Peck', 'Poison Sting', 'Wide Guard', 'Venoshock', 'Recover', 'Pin Missile', 'Toxic Spikes', 'Liquidation', 'Acid Spray', 'Poison Jab', 'Toxic', 'Baneful Bunker', 'Haze', 'Infestation', 'Spit Up', 'Stockpile', 'Swallow', 'Scary Face', 'Protect', 'Water Pulse', 'Pounce', 'Chilling Water', 'Facade', 'Hex', 'Icy Wind', 'Mud Shot', 'Endure', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Rest', 'Gunk Shot', 'Substitute', 'Iron Defense', 'Surf', 'Ice Spinner', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Sludge Bomb', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Smack Down', 'Lunge', 'Pain Split', 'Muddy Water', 'Sludge Wave', 'Venom Drench', 'Light Screen', 'Safeguard', 'Snore', 'Attract', 'Hail', 'Brine', 'Payback', 'Cross Poison', 'Round', 'Scald']"
#0749,Mudbray,['ground'],"['Own Tempo', 'Stamina', 'Inner Focus']",70,100,70,45,55,45,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",385,64,"['Mud-Slap', 'Rock Smash', 'Iron Defense', 'Double Kick', 'Bulldoze', 'Stomp', 'Strength', 'Counter', 'High Horsepower', 'Heavy Slam', 'Earthquake', 'Mega Kick', 'Superpower', 'Double-Edge', 'Endeavor', 'Fissure', 'Roar', 'Smack Down', 'Take Down', 'Protect', 'Low Kick', 'Facade', 'Rock Tomb', 'Low Sweep', 'Endure', 'Sunny Day', 'Sandstorm', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Iron Head', 'Substitute', 'Stealth Rock', 'Earth Power', 'Stone Edge', 'Close Combat', 'Tera Blast', 'Sand Tomb', 'Curse', 'Snore', 'Attract', 'Payback', 'Round']"
#0750,Mudsdale,['ground'],"['Own Tempo', 'Stamina', 'Inner Focus']",100,125,100,55,85,35,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",500,83,"['Double Kick', 'Iron Defense', 'Mud-Slap', 'Rock Smash', 'Bulldoze', 'Stomp', 'Strength', 'Counter', 'High Horsepower', 'Heavy Slam', 'Earthquake', 'Mega Kick', 'Superpower', 'Double-Edge', 'Endeavor', 'Fissure', 'Roar', 'Smack Down', 'Take Down', 'Scary Face', 'Protect', 'Low Kick', 'Facade', 'Mud Shot', 'Rock Tomb', 'Low Sweep', 'Endure', 'Sunny Day', 'Sandstorm', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Body Press', 'Iron Head', 'Substitute', 'Stealth Rock', 'Earth Power', 'Stone Edge', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Close Combat', 'Tera Blast', 'Sand Tomb', 'Lash Out', 'Curse', 'Snore', 'Attract', 'Revenge', 'Payback', 'Round']"
#0751,Dewpider,"['water', 'bug']","['Water Bubble', 'Water Absorb']",38,40,52,40,72,27,"['ground', 'rock', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'water', 'dragon', 'fairy']","['fighting', 'ground', 'steel', 'water', 'ice']","['flying', 'rock', 'electric']",269,44,"['Infestation', 'Water Gun', 'Bug Bite', 'Bite', 'Bubble Beam', 'Aqua Ring', 'Headbutt', 'Crunch', 'Soak', 'Entrainment', 'Lunge', 'Liquidation', 'Leech Life', 'Mirror Coat', 'Power Split', 'Spit Up', 'Sticky Web', 'Stockpile', 'Protect', 'Water Pulse', 'Trailblaze', 'Pounce', 'Chilling Water', 'Facade', 'Icy Wind', 'Endure', 'Rain Dance', 'Sleep Talk', 'Waterfall', 'Poison Jab', 'Rest', 'Substitute', 'Iron Defense', 'X-Scissor', 'Giga Drain', 'Surf', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Bug Buzz', 'Tera Blast', 'Endeavor', 'Skitter Smack', 'Snore', 'Attract', 'Wonder Room', 'Magic Room', 'Round', 'Scald']"
#0752,Araquanid,"['water', 'bug']","['Water Bubble', 'Water Absorb']",68,70,92,50,132,42,"['ground', 'rock', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'water', 'dragon', 'fairy']","['fighting', 'ground', 'steel', 'water', 'ice']","['flying', 'rock', 'electric']",454,75,"['Bite', 'Bug Bite', 'Infestation', 'Water Gun', 'Wide Guard', 'Bubble Beam', 'Aqua Ring', 'Headbutt', 'Crunch', 'Soak', 'Entrainment', 'Lunge', 'Liquidation', 'Leech Life', 'Mirror Coat', 'Scary Face', 'Protect', 'Water Pulse', 'Trailblaze', 'Pounce', 'Chilling Water', 'Facade', 'Icy Wind', 'Endure', 'Rain Dance', 'Body Slam', 'Sleep Talk', 'Reflect', 'Waterfall', 'Poison Jab', 'Rest', 'Substitute', 'Iron Defense', 'X-Scissor', 'Giga Drain', 'Surf', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Bug Buzz', 'Hyper Beam', 'Tera Blast', 'Endeavor', 'Skitter Smack', 'Power Split', 'Spit Up', 'Sticky Web', 'Stockpile', 'Safeguard', 'Snore', 'Attract', 'Dive', 'Wonder Room', 'Magic Room', 'Round', 'Scald']"
#0753,Fomantis,['grass'],"['Leaf Guard', 'Contrary']",40,55,35,50,35,35,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",250,41,"['Fury Cutter', 'Leafage', 'Growth', 'Ingrain', 'Razor Leaf', 'Sweet Scent', 'Slash', 'X-Scissor', 'Synthesis', 'Leaf Blade', 'Sunny Day', 'Solar Beam', 'Defog', 'Superpower', 'Worry Seed', 'Take Down', 'Protect', 'Trailblaze', 'Facade', 'Magical Leaf', 'Fling', 'Endure', 'Bullet Seed', 'False Swipe', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Swords Dance', 'Leech Life', 'Substitute', 'Giga Drain', 'Energy Ball', 'Grassy Terrain', 'Leaf Storm', 'Tera Blast', 'Bug Bite', 'Weather Ball', 'Grassy Glide', 'Petal Blizzard', 'Skitter Smack', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Round', 'Poison Jab']"
#0754,Lurantis,['grass'],"['Leaf Guard', 'Contrary']",70,105,90,80,90,45,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",480,80,"['Fury Cutter', 'Growth', 'Ingrain', 'Leafage', 'Night Slash', 'Solar Beam', 'Razor Leaf', 'Sweet Scent', 'Slash', 'X-Scissor', 'Synthesis', 'Leaf Blade', 'Sunny Day', 'Solar Blade', 'Petal Blizzard', 'Defog', 'Worry Seed', 'Take Down', 'Scary Face', 'Protect', 'Trailblaze', 'Facade', 'Magical Leaf', 'Low Sweep', 'Fling', 'Endure', 'Rain Dance', 'Bullet Seed', 'False Swipe', 'Brick Break', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Poison Jab', 'Rest', 'Swords Dance', 'Leech Life', 'Substitute', 'Giga Drain', 'Energy Ball', 'Pollen Puff', 'Grassy Terrain', 'Giga Impact', 'Leaf Storm', 'Hyper Beam', 'Tera Blast', 'Knock Off', 'Bug Bite', 'Weather Ball', 'Grassy Glide', 'Skitter Smack', 'Dual Chop', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Psycho Cut', 'Cross Poison', 'Round', 'Superpower']"
#0755,Morelull,"['grass', 'fairy']","['Illuminate', 'Effect Spore', 'Rain Dish']",40,35,55,65,75,15,"['fighting', 'ground', 'rock', 'water', 'dark']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass']","['fighting', 'ground', 'water', 'grass', 'electric', 'dragon', 'dark']","['flying', 'poison', 'steel', 'fire', 'ice']",285,47,"['Absorb', 'Astonish', 'Confuse Ray', 'Ingrain', 'Mega Drain', 'Sleep Powder', 'Moonlight', 'Strength Sap', 'Giga Drain', 'Dazzling Gleam', 'Spore', 'Moonblast', 'Dream Eater', 'Growth', 'Leech Seed', 'Poison Powder', 'Stun Spore', 'Solar Beam', 'Thunder Wave', 'Light Screen', 'Safeguard', 'Rest', 'Snore', 'Protect', 'Attract', 'Sunny Day', 'Facade', 'Wonder Room', 'Magic Room', 'Round', 'Draining Kiss', 'Amnesia', 'Substitute', 'Sludge Bomb', 'Endure', 'Sleep Talk', 'Seed Bomb', 'Energy Ball', 'Grass Knot', 'Pollen Puff', 'Flash', 'Spotlight', 'After You', 'Magic Coat', 'Recycle', 'Signal Beam', 'Synthesis', 'Worry Seed', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Nature Power', 'Confide']"
#0756,Shiinotic,"['grass', 'fairy']","['Illuminate', 'Effect Spore', 'Rain Dish']",60,45,80,90,100,30,"['fighting', 'ground', 'rock', 'water', 'dark']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass']","['fighting', 'ground', 'water', 'grass', 'electric', 'dragon', 'dark']","['flying', 'poison', 'steel', 'fire', 'ice']",405,67,"['Absorb', 'Astonish', 'Confuse Ray', 'Ingrain', 'Mega Drain', 'Sleep Powder', 'Moonlight', 'Strength Sap', 'Giga Drain', 'Dazzling Gleam', 'Spore', 'Moonblast', 'Dream Eater', 'Growth', 'Leech Seed', 'Poison Powder', 'Stun Spore', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Thunder Wave', 'Light Screen', 'Safeguard', 'Rest', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Weather Ball', 'Drain Punch', 'Wonder Room', 'Magic Room', 'Round', 'Draining Kiss', 'Amnesia', 'Substitute', 'Sludge Bomb', 'Endure', 'Sleep Talk', 'Seed Bomb', 'Energy Ball', 'Grass Knot', 'Pollen Puff', 'Flash', 'Spotlight', 'After You', 'Magic Coat', 'Recycle', 'Signal Beam', 'Synthesis', 'Worry Seed', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Charge Beam', 'Swagger', 'Nature Power', 'Confide']"
#0757,Salandit,"['poison', 'fire']","['Corrosion', 'Oblivious']",48,44,40,71,40,77,"['bug', 'grass', 'ice', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel', 'fire', 'water', 'dragon']","['fighting', 'poison', 'bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water', 'psychic']",320,53,"['Poison Gas', 'Scratch', 'Smog', 'Ember', 'Poison Fang', 'Sweet Scent', 'Nasty Plot', 'Incinerate', 'Venoshock', 'Dragon Pulse', 'Flamethrower', 'Toxic', 'Endeavor', 'Belch', 'Fake Out', 'Mud-Slap', 'Sand Attack', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Fire Fang', 'Acid Spray', 'Thief', 'Trailblaze', 'Facade', 'Poison Tail', 'Swift', 'Flame Charge', 'Fling', 'Endure', 'Sunny Day', 'Shadow Claw', 'Foul Play', 'Sleep Talk', 'Dragon Claw', 'Thunder Wave', 'Poison Jab', 'Rest', 'Taunt', 'Toxic Spikes', 'Leech Life', 'Gunk Shot', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Helping Hand', 'Fire Blast', 'Sludge Bomb', 'Overheat', 'Flare Blitz', 'Tera Blast', 'Knock Off', 'Burning Jealousy', 'Scale Shot', 'Temper Flare', 'Sludge Wave', 'Skitter Smack', 'Venom Drench', 'Snore', 'Attract', 'Beat Up', 'Payback', 'Round', 'Iron Tail']"
#0758,Salazzle,"['poison', 'fire']","['Corrosion', 'Oblivious']",68,64,60,111,60,117,"['bug', 'grass', 'ice', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel', 'fire', 'water', 'dragon']","['fighting', 'poison', 'bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water', 'psychic']",480,80,"['Disable', 'Ember', 'Encore', 'Endeavor', 'Knock Off', 'Poison Gas', 'Pound', 'Scratch', 'Smog', 'Swagger', 'Torment', 'Poison Fang', 'Sweet Scent', 'Nasty Plot', 'Incinerate', 'Venoshock', 'Dragon Pulse', 'Flamethrower', 'Toxic', 'Fire Lash', 'Belch', 'Fake Out', 'Mud-Slap', 'Sand Attack', 'Take Down', 'Fake Tears', 'Agility', 'Scary Face', 'Protect', 'Fire Fang', 'Acid Spray', 'Acrobatics', 'Thief', 'Trailblaze', 'Facade', 'Poison Tail', 'Swift', 'Flame Charge', 'Fling', 'Dragon Tail', 'Endure', 'Sunny Day', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Sleep Talk', 'Dragon Claw', 'Thunder Wave', 'Poison Jab', 'Rest', 'Taunt', 'Toxic Spikes', 'Leech Life', 'Dragon Dance', 'Gunk Shot', 'Substitute', 'Will-O-Wisp', 'Hyper Voice', 'Heat Wave', 'Helping Hand', 'Fire Blast', 'Sludge Bomb', 'Giga Impact', 'Overheat', 'Hyper Beam', 'Flare Blitz', 'Tera Blast', 'Burning Jealousy', 'Scale Shot', 'Temper Flare', 'Sludge Wave', 'Skitter Smack', 'Breaking Swipe', 'Dragon Cheer', 'Venom Drench', 'Corrosive Gas', 'Snore', 'Attract', 'Beat Up', 'Payback', 'Cross Poison', 'Round', 'Iron Tail']"
#0759,Stufful,"['normal', 'fighting']","['Fluffy', 'Klutz', 'Cute Charm']",70,75,50,45,50,50,"['normal', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'ghost', 'dark']","['fighting', 'flying', 'psychic', 'fairy']",340,56,"['Leer', 'Tackle', 'Baby-Doll Eyes', 'Payback', 'Brutal Swing', 'Endure', 'Strength', 'Take Down', 'Flail', 'Hammer Arm', 'Thrash', 'Pain Split', 'Double-Edge', 'Superpower', 'Defense Curl', 'Force Palm', 'Rollout', 'Stomp', 'Coaching', 'Mega Punch', 'Mega Kick', 'Ice Punch', 'Thunder Punch', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Charm', 'Attract', 'Facade', 'Brick Break', 'Rock Tomb', 'Fling', 'Low Sweep', 'Round', 'Bulldoze', 'Stomping Tantrum', 'Swords Dance', 'Earthquake', 'Substitute', 'Sleep Talk', 'Taunt', 'Bulk Up', 'Focus Blast', 'Zen Headbutt', 'Iron Head', 'Work Up', 'Bide', 'Wide Guard', 'Bind', 'Dual Chop', 'Focus Punch', 'Role Play', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Swagger', 'Confide']"
#0760,Bewear,"['normal', 'fighting']","['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,"['normal', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'ghost', 'dark']","['fighting', 'flying', 'psychic', 'fairy']",500,83,"['Baby-Doll Eyes', 'Bind', 'Leer', 'Payback', 'Tackle', 'Brutal Swing', 'Endure', 'Strength', 'Take Down', 'Flail', 'Hammer Arm', 'Thrash', 'Pain Split', 'Double-Edge', 'Superpower', 'Defense Curl', 'Force Palm', 'Rollout', 'Stomp', 'Coaching', 'Mega Punch', 'Mega Kick', 'Ice Punch', 'Thunder Punch', 'Hyper Beam', 'Giga Impact', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Charm', 'Attract', 'Facade', 'Revenge', 'Brick Break', 'Rock Tomb', 'Fling', 'Drain Punch', 'Shadow Claw', 'Low Sweep', 'Round', 'Bulldoze', 'Stomping Tantrum', 'Swords Dance', 'Body Slam', 'Low Kick', 'Earthquake', 'Substitute', 'Reversal', 'Sleep Talk', 'Taunt', 'Dragon Claw', 'Bulk Up', 'Close Combat', 'Focus Blast', 'Zen Headbutt', 'Iron Head', 'Work Up', 'Darkest Lariat', 'High Horsepower', 'Body Press', 'Bide', 'Wide Guard', 'Dual Chop', 'Focus Punch', 'Role Play', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Swagger', 'Confide']"
#0761,Bounsweet,['grass'],"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",210,35,"['Stomp', 'Splash', 'Play Nice', 'Rapid Spin', 'Razor Leaf', 'Sweet Scent', 'Magical Leaf', 'Flail', 'Teeter Dance', 'Aromatic Mist', 'Acupressure', 'Endeavor', 'Synthesis', 'Take Down', 'Charm', 'Protect', 'Trailblaze', 'Facade', 'Swift', 'Draining Kiss', 'Endure', 'Sunny Day', 'Bullet Seed', 'Zen Headbutt', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Energy Ball', 'Play Rough', 'Helping Hand', 'Grassy Terrain', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Grassy Glide', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Bounce', 'Round']"
#0762,Steenee,['grass'],"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",290,48,"['Stomp', 'Flail', 'Play Nice', 'Rapid Spin', 'Razor Leaf', 'Splash', 'Sweet Scent', 'Magical Leaf', 'Teeter Dance', 'Aromatic Mist', 'Leaf Storm', 'Acupressure', 'Endeavor', 'Synthesis', 'Take Down', 'Charm', 'Protect', 'Trailblaze', 'Facade', 'Swift', 'Draining Kiss', 'Low Sweep', 'Fling', 'Endure', 'Sunny Day', 'Bullet Seed', 'Zen Headbutt', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Energy Ball', 'Play Rough', 'Helping Hand', 'Grassy Terrain', 'Solar Beam', 'Tera Blast', 'Grassy Glide', 'Petal Blizzard', 'Triple Axel', 'Aromatherapy', 'Safeguard', 'Snore', 'Attract', 'Bounce', 'Payback', 'Round']"
