Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0525,Boldore,['rock'],"['Sturdy', 'Weak Armor', 'Sand Force']",70,105,105,50,40,20,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",390,65,"['Harden', 'Power Gem', 'Sand Attack', 'Stealth Rock', 'Tackle', 'Mud-Slap', 'Smack Down', 'Iron Defense', 'Headbutt', 'Rock Slide', 'Rock Blast', 'Sandstorm', 'Stone Edge', 'Explosion', 'Autotomize', 'Curse', 'Gravity', 'Take Down', 'Wide Guard', 'Meteor Beam', 'Rest', 'Snore', 'Protect', 'Attract', 'Facade', 'Rock Tomb', 'Sand Tomb', 'Round', 'Bulldoze', 'Stomping Tantrum', 'Earthquake', 'Substitute', 'Endure', 'Sleep Talk', 'Earth Power', 'Flash Cannon', 'Heavy Slam', 'Body Press', 'Lock-On', 'Magnitude', 'Block', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Rock Polish', 'Swagger', 'Nature Power', 'Confide', 'Rock Smash', 'Secret Power', 'Strength']"
#0526,Gigalith,['rock'],"['Sturdy', 'Sand Stream', 'Sand Force']",85,135,130,60,80,25,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",515,85,"['Harden', 'Power Gem', 'Sand Attack', 'Stealth Rock', 'Tackle', 'Mud-Slap', 'Smack Down', 'Iron Defense', 'Headbutt', 'Rock Slide', 'Rock Blast', 'Sandstorm', 'Stone Edge', 'Explosion', 'Autotomize', 'Curse', 'Gravity', 'Take Down', 'Wide Guard', 'Meteor Beam', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Self-Destruct', 'Rest', 'Snore', 'Protect', 'Attract', 'Facade', 'Weather Ball', 'Rock Tomb', 'Sand Tomb', 'Round', 'Bulldoze', 'Stomping Tantrum', 'Earthquake', 'Substitute', 'Endure', 'Sleep Talk', 'Superpower', 'Earth Power', 'Flash Cannon', 'Iron Head', 'Heavy Slam', 'Throat Chop', 'Body Press', 'Lock-On', 'Magnitude', 'Block', 'Laser Focus', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Rock Polish', 'Swagger', 'Nature Power', 'Confide', 'Rock Smash', 'Secret Power', 'Strength']"
#0527,Woobat,"['psychic', 'flying']","['Unaware', 'Klutz', 'Simple']",65,45,43,55,43,72,"['fighting', 'poison', 'bug', 'grass']","['rock', 'steel', 'electric', 'psychic', 'dark']","['fighting', 'ground', 'grass', 'psychic']","['rock', 'ghost', 'electric', 'ice', 'dark']",323,53,"['Attract', 'Gust', 'Confusion', 'Endeavor', 'Air Cutter', 'Imprison', 'Assurance', 'Amnesia', 'Air Slash', 'Psychic', 'Calm Mind', 'Future Sight', 'Simple Beam', 'Flatter', 'Knock Off', 'Psycho Shift', 'Roost', 'Supersonic', 'Dual Wingbeat', 'Expanding Force', 'Fly', 'Thunder Wave', 'Light Screen', 'Reflect', 'Safeguard', 'Rest', 'Thief', 'Snore', 'Protect', 'Giga Drain', 'Charm', 'Steel Wing', 'Rain Dance', 'Facade', 'Swift', 'Helping Hand', 'Fake Tears', 'U-turn', 'Speed Swap', 'Psycho Cut', 'Trick Room', 'Round', 'Acrobatics', 'Substitute', 'Psyshock', 'Endure', 'Sleep Talk', 'Baton Pass', 'Shadow Ball', 'Uproar', 'Heat Wave', 'Taunt', 'Trick', 'Skill Swap', 'Gyro Ball', 'Energy Ball', 'Nasty Plot', 'Zen Headbutt', 'Stored Power', 'Ally Switch', 'Venom Drench', 'Odor Sleuth', 'Heart Stamp', 'Captivate', 'Synchronoise', 'After You', 'Defog', 'Magic Coat', 'Shock Wave', 'Signal Beam', 'Super Fang', 'Tailwind', 'Telekinesis', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Torment', 'Charge Beam', 'Embargo', 'Psych Up', 'Dream Eater', 'Swagger', 'Confide', 'Pluck', 'Flash', 'Secret Power']"
#0528,Swoobat,"['psychic', 'flying']","['Unaware', 'Klutz', 'Simple']",67,57,55,77,55,114,"['fighting', 'poison', 'bug', 'grass']","['rock', 'steel', 'electric', 'psychic', 'dark']","['fighting', 'ground', 'grass', 'psychic']","['rock', 'ghost', 'electric', 'ice', 'dark']",425,70,"['Attract', 'Confusion', 'Endeavor', 'Gust', 'Air Cutter', 'Imprison', 'Assurance', 'Amnesia', 'Air Slash', 'Psychic', 'Calm Mind', 'Future Sight', 'Simple Beam', 'Flatter', 'Knock Off', 'Psycho Shift', 'Roost', 'Supersonic', 'Dual Wingbeat', 'Expanding Force', 'Fly', 'Hyper Beam', 'Giga Impact', 'Thunder Wave', 'Light Screen', 'Reflect', 'Safeguard', 'Rest', 'Thief', 'Snore', 'Protect', 'Giga Drain', 'Charm', 'Steel Wing', 'Rain Dance', 'Facade', 'Swift', 'Helping Hand', 'Fake Tears', 'U-turn', 'Speed Swap', 'Psycho Cut', 'Trick Room', 'Round', 'Acrobatics', 'Substitute', 'Psyshock', 'Endure', 'Sleep Talk', 'Baton Pass', 'Shadow Ball', 'Uproar', 'Heat Wave', 'Taunt', 'Trick', 'Skill Swap', 'Gyro Ball', 'Energy Ball', 'Nasty Plot', 'Zen Headbutt', 'Stored Power', 'Ally Switch', 'Venom Drench', 'Psychic Fangs', 'Odor Sleuth', 'Heart Stamp', 'Captivate', 'Synchronoise', 'After You', 'Defog', 'Laser Focus', 'Magic Coat', 'Shock Wave', 'Signal Beam', 'Sky Attack', 'Super Fang', 'Tailwind', 'Telekinesis', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Torment', 'Charge Beam', 'Embargo', 'Psych Up', 'Dream Eater', 'Swagger', 'Confide', 'Pluck', 'Flash', 'Secret Power']"
#0529,Drilbur,['ground'],"['Sand Rush', 'Sand Force', 'Mold Breaker']",60,85,40,30,45,68,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",328,54,"['Mud-Slap', 'Rapid Spin', 'Scratch', 'Hone Claws', 'Fury Swipes', 'Metal Claw', 'Sandstorm', 'Crush Claw', 'Rock Slide', 'Dig', 'Swords Dance', 'Drill Run', 'Earthquake', 'Fissure', 'Metal Sound', 'Slash', 'Take Down', 'Protect', 'Facade', 'Aerial Ace', 'Bulldoze', 'Mud Shot', 'Rock Tomb', 'Fling', 'Endure', 'Sunny Day', 'Brick Break', 'Shadow Claw', 'Sleep Talk', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Substitute', 'Iron Defense', 'X-Scissor', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Tera Blast', 'Sand Tomb', 'High Horsepower', 'Double-Edge', 'Scorching Sands', 'Curse', 'Submission', 'Snore', 'Attract', 'Round', 'Sludge Bomb']"
#0530,Excadrill,"['ground', 'steel']","['Sand Rush', 'Sand Force', 'Mold Breaker']",110,135,60,50,65,88,"['poison', 'rock', 'ice', 'fairy']","['flying', 'bug', 'water', 'grass']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'electric', 'psychic', 'dragon', 'fairy']","['fighting', 'ground', 'fire', 'water']",508,84,"['Hone Claws', 'Mud-Slap', 'Rapid Spin', 'Scratch', 'Fury Swipes', 'Metal Claw', 'Sandstorm', 'Crush Claw', 'Rock Slide', 'Dig', 'Swords Dance', 'Drill Run', 'Earthquake', 'Fissure', 'Horn Drill', 'Take Down', 'Scary Face', 'Protect', 'Facade', 'Aerial Ace', 'Bulldoze', 'Mud Shot', 'Rock Tomb', 'Fling', 'Endure', 'Sunny Day', 'Smart Strike', 'Brick Break', 'Shadow Claw', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Iron Head', 'Substitute', 'Iron Defense', 'X-Scissor', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Steel Beam', 'Tera Blast', 'Sand Tomb', 'High Horsepower', 'Double-Edge', 'Scorching Sands', 'Throat Chop', 'Metal Sound', 'Curse', 'Slash', 'Submission', 'Snore', 'Attract', 'Round', 'Brutal Swing', 'Sludge Bomb']"
#0531,Audino,['normal'],"['Healer', 'Regenerator', 'Klutz']",103,60,86,60,86,50,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],445,74,"['Play Nice', 'Pound', 'Disarming Voice', 'Baby-Doll Eyes', 'Helping Hand', 'Growl', 'Zen Headbutt', 'Life Dew', 'After You', 'Take Down', 'Simple Beam', 'Hyper Voice', 'Heal Pulse', 'Double-Edge', 'Entrainment', 'Misty Terrain', 'Last Resort', 'Healing Wish', 'Sweet Kiss', 'Wish', 'Yawn', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Hyper Beam', 'Giga Impact', 'Solar Beam', 'Thunder Wave', 'Dig', 'Light Screen', 'Reflect', 'Safeguard', 'Rest', 'Snore', 'Protect', 'Icy Wind', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Fling', 'Drain Punch', 'Trick Room', 'Round', 'Retaliate', 'Draining Kiss', 'Stomping Tantrum', 'Body Slam', 'Flamethrower', 'Surf', 'Ice Beam', 'Blizzard', 'Low Kick', 'Thunderbolt', 'Thunder', 'Psychic', 'Fire Blast', 'Amnesia', 'Substitute', 'Psyshock', 'Endure', 'Sleep Talk', 'Encore', 'Iron Tail', 'Shadow Ball', 'Uproar', 'Skill Swap', 'Calm Mind', 'Grass Knot', 'Ally Switch', 'Work Up', 'Wild Charge', 'Dazzling Gleam', 'Throat Chop', 'Refresh', 'Double Slap', 'Secret Power', 'Bestow', 'Heal Bell', 'Lucky Chant', 'Covet', 'Focus Punch', 'Gravity', 'Knock Off', 'Laser Focus', 'Magic Coat', 'Pain Split', 'Role Play', 'Signal Beam', 'Snatch', 'Telekinesis', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Echoed Voice', 'Charge Beam', 'Psych Up', 'Dream Eater', 'Swagger', 'Confide', 'Flash', 'Incinerate', 'Power-Up Punch']"
#0532,Timburr,['fighting'],"['Guts', 'Sheer Force', 'Iron Fist']",75,80,55,25,35,35,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",305,50,"['Leer', 'Pound', 'Low Kick', 'Rock Throw', 'Focus Energy', 'Bulk Up', 'Rock Slide', 'Slam', 'Scary Face', 'Dynamic Punch', 'Hammer Arm', 'Stone Edge', 'Superpower', 'Focus Punch', 'Counter', 'Defog', 'Detect', 'Mach Punch', 'Wide Guard', 'Take Down', 'Protect', 'Thief', 'Facade', 'Rock Tomb', 'Low Sweep', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Brick Break', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Grass Knot', 'Poison Jab', 'Rest', 'Taunt', 'Substitute', 'Helping Hand', 'Reversal', 'Focus Blast', 'Close Combat', 'Tera Blast', 'Smack Down', 'Knock Off', 'Double-Edge', 'Coaching', 'Curse', 'Power-Up Punch', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Payback', 'Round', 'Retaliate', 'Brutal Swing', 'Work Up']"
#0533,Gurdurr,['fighting'],"['Guts', 'Sheer Force', 'Iron Fist']",85,105,85,40,50,40,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",405,67,"['Leer', 'Low Kick', 'Pound', 'Rock Throw', 'Focus Energy', 'Bulk Up', 'Rock Slide', 'Slam', 'Scary Face', 'Dynamic Punch', 'Hammer Arm', 'Stone Edge', 'Superpower', 'Focus Punch', 'Take Down', 'Protect', 'Thief', 'Facade', 'Rock Tomb', 'Low Sweep', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Brick Break', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Grass Knot', 'Poison Jab', 'Rest', 'Taunt', 'Substitute', 'Helping Hand', 'Reversal', 'Focus Blast', 'Close Combat', 'Tera Blast', 'Smack Down', 'Knock Off', 'High Horsepower', 'Double-Edge', 'Coaching', 'Curse', 'Counter', 'Defog', 'Detect', 'Mach Punch', 'Power-Up Punch', 'Wide Guard', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Payback', 'Round', 'Retaliate', 'Brutal Swing', 'Work Up']"
#0534,Conkeldurr,['fighting'],"['Guts', 'Sheer Force', 'Iron Fist']",105,140,95,55,65,45,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",505,84,"['Leer', 'Low Kick', 'Pound', 'Rock Throw', 'Focus Energy', 'Bulk Up', 'Rock Slide', 'Slam', 'Scary Face', 'Dynamic Punch', 'Hammer Arm', 'Stone Edge', 'Superpower', 'Focus Punch', 'Take Down', 'Protect', 'Thief', 'Facade', 'Bulldoze', 'Rock Tomb', 'Low Sweep', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Brick Break', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Rock Blast', 'Grass Knot', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Taunt', 'Substitute', 'Helping Hand', 'Reversal', 'Earthquake', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Close Combat', 'Tera Blast', 'Smack Down', 'Knock Off', 'High Horsepower', 'Double-Edge', 'Coaching', 'Curse', 'Hard Press', 'Upper Hand', 'Counter', 'Defog', 'Detect', 'Mach Punch', 'Power-Up Punch', 'Wide Guard', 'Mega Punch', 'Mega Kick', 'Snore', 'Attract', 'Revenge', 'Payback', 'Round', 'Retaliate', 'Brutal Swing', 'Work Up']"
#0535,Tympole,['water'],"['Swift Swim', 'Hydration', 'Water Absorb']",50,50,40,50,40,64,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",294,49,"['Echoed Voice', 'Growl', 'Acid', 'Supersonic', 'Mud Shot', 'Round', 'Bubble Beam', 'Flail', 'Uproar', 'Aqua Ring', 'Hyper Voice', 'Muddy Water', 'Rain Dance', 'Hydro Pump', 'Mist', 'Mud-Slap', 'Toxic', 'Water Pulse', 'Screech', 'Rest', 'Snore', 'Protect', 'Icy Wind', 'Attract', 'Hail', 'Facade', 'Weather Ball', 'Bounce', 'Surf', 'Substitute', 'Sludge Bomb', 'Endure', 'Sleep Talk', 'Earth Power', 'Sludge Wave', 'Scald', 'Venom Drench', 'Bubble', 'After You', 'Mud Bomb', 'Mud Sport', 'Refresh', 'Endeavor', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Infestation', 'Swagger', 'Confide', 'Secret Power']"
#0536,Palpitoad,"['water', 'ground']","['Swift Swim', 'Hydration', 'Water Absorb']",75,65,55,65,55,69,"['poison', 'ground', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'water', 'grass', 'dragon']","['poison', 'rock', 'steel', 'fire', 'electric']",['grass'],384,64,"['Acid', 'Echoed Voice', 'Growl', 'Supersonic', 'Mud Shot', 'Round', 'Bubble Beam', 'Flail', 'Uproar', 'Aqua Ring', 'Hyper Voice', 'Muddy Water', 'Rain Dance', 'Hydro Pump', 'Mist', 'Mud-Slap', 'Toxic', 'Water Pulse', 'Screech', 'Rest', 'Snore', 'Protect', 'Icy Wind', 'Attract', 'Hail', 'Facade', 'Weather Ball', 'Bounce', 'Bulldoze', 'Surf', 'Substitute', 'Sludge Bomb', 'Endure', 'Sleep Talk', 'Earth Power', 'Power Whip', 'Stealth Rock', 'Sludge Wave', 'Scald', 'Venom Drench', 'Bubble', 'After You', 'Mud Bomb', 'Mud Sport', 'Refresh', 'Endeavor', 'Focus Punch', 'Gastro Acid', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Infestation', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power']"
#0537,Seismitoad,"['water', 'ground']","['Swift Swim', 'Poison Touch', 'Water Absorb']",105,95,75,85,75,74,"['poison', 'ground', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'water', 'grass', 'dragon']","['poison', 'rock', 'steel', 'fire', 'electric']",['grass'],509,84,"['Acid', 'Drain Punch', 'Echoed Voice', 'Gastro Acid', 'Growl', 'Supersonic', 'Mud Shot', 'Round', 'Bubble Beam', 'Flail', 'Uproar', 'Aqua Ring', 'Hyper Voice', 'Muddy Water', 'Rain Dance', 'Hydro Pump', 'Mist', 'Mud-Slap', 'Toxic', 'Water Pulse', 'Mega Punch', 'Mega Kick', 'Ice Punch', 'Hyper Beam', 'Giga Impact', 'Dig', 'Screech', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Icy Wind', 'Attract', 'Hail', 'Facade', 'Brick Break', 'Dive', 'Weather Ball', 'Rock Tomb', 'Bounce', 'Payback', 'Fling', 'Venoshock', 'Bulldoze', 'Stomping Tantrum', 'Surf', 'Low Kick', 'Earthquake', 'Substitute', 'Sludge Bomb', 'Endure', 'Sleep Talk', 'Poison Jab', 'Focus Blast', 'Earth Power', 'Power Whip', 'Stealth Rock', 'Grass Knot', 'Sludge Wave', 'Scald', 'Venom Drench', 'Liquidation', 'Bubble', 'After You', 'Mud Bomb', 'Mud Sport', 'Refresh', 'Endeavor', 'Focus Punch', 'Knock Off', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Infestation', 'Swagger', 'Confide', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Strength']"
#0538,Throh,['fighting'],"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",465,77,"['Bind', 'Leer', 'Focus Energy', 'Circle Throw', 'Wide Guard', 'Revenge', 'Bulk Up', 'Storm Throw', 'Vital Throw', 'Seismic Toss', 'Endure', 'Reversal', 'Superpower', 'Coaching', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Giga Impact', 'Dig', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Scary Face', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Helping Hand', 'Brick Break', 'Rock Tomb', 'Payback', 'Fling', 'Low Sweep', 'Round', 'Retaliate', 'Bulldoze', 'Stomping Tantrum', 'Body Slam', 'Low Kick', 'Earthquake', 'Substitute', 'Sleep Talk', 'Taunt', 'Poison Jab', 'Focus Blast', 'Zen Headbutt', 'Stone Edge', 'Grass Knot', 'Work Up', 'Bide', 'Mat Block', 'Block', 'Focus Punch', 'Knock Off', 'Laser Focus', 'Pain Split', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Confide', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Strength']"
#0539,Sawk,['fighting'],"['Sturdy', 'Inner Focus', 'Mold Breaker']",75,125,75,30,75,85,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",465,77,"['Leer', 'Rock Smash', 'Focus Energy', 'Double Kick', 'Quick Guard', 'Low Sweep', 'Bulk Up', 'Retaliate', 'Brick Break', 'Counter', 'Endure', 'Reversal', 'Close Combat', 'Coaching', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Giga Impact', 'Dig', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Scary Face', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Helping Hand', 'Revenge', 'Rock Tomb', 'Payback', 'Fling', 'Round', 'Bulldoze', 'Low Kick', 'Earthquake', 'Substitute', 'Sleep Talk', 'Taunt', 'Superpower', 'Poison Jab', 'Focus Blast', 'Zen Headbutt', 'Stone Edge', 'Grass Knot', 'Work Up', 'Throat Chop', 'Bide', 'Karate Chop', 'Block', 'Dual Chop', 'Focus Punch', 'Knock Off', 'Laser Focus', 'Pain Split', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Confide', 'Power-Up Punch', 'Secret Power', 'Strength']"
#0540,Sewaddle,"['bug', 'grass']","['Swarm', 'Chlorophyll', 'Overcoat']",45,53,70,40,60,42,"['ground', 'rock', 'water', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon', 'fairy']","['fighting', 'ground', 'water', 'grass', 'electric']","['flying', 'poison', 'rock', 'bug', 'fire', 'ice']",310,51,"['String Shot', 'Tackle', 'Bug Bite', 'Razor Leaf', 'Struggle Bug', 'Endure', 'Sticky Web', 'Bug Buzz', 'Flail', 'Screech', 'Snore', 'Switcheroo', 'Synthesis', 'Worry Seed', 'Take Down', 'Charm', 'Protect', 'Trailblaze', 'Pounce', 'Facade', 'Magical Leaf', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Rest', 'Substitute', 'Iron Defense', 'Giga Drain', 'Energy Ball', 'Baton Pass', 'Grassy Terrain', 'Solar Beam', 'Tera Blast', 'Lunge', 'Grassy Glide', 'Agility', 'Air Slash', 'Camouflage', 'Me First', 'Mind Reader', 'Razor Wind', 'Silver Wind', 'Electroweb', 'Magic Coat', 'Signal Beam', 'Calm Mind', 'Toxic', 'Hidden Power', 'Light Screen', 'Safeguard', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Payback', 'Dream Eater', 'Swagger', 'Nature Power', 'Confide', 'Flash', 'Secret Power', 'Cut']"
#0541,Swadloon,"['bug', 'grass']","['Leaf Guard', 'Chlorophyll', 'Overcoat']",55,63,90,50,80,42,"['ground', 'rock', 'water', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon', 'fairy']","['fighting', 'ground', 'water', 'grass', 'electric']","['flying', 'poison', 'rock', 'bug', 'fire', 'ice']",380,63,"['Bug Bite', 'Razor Leaf', 'String Shot', 'Tackle', 'Struggle Bug', 'Endure', 'Sticky Web', 'Bug Buzz', 'Flail', 'Protect', 'Take Down', 'Charm', 'Trailblaze', 'Pounce', 'Facade', 'Magical Leaf', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Seed Bomb', 'Light Screen', 'Grass Knot', 'Rest', 'Substitute', 'Iron Defense', 'Giga Drain', 'Energy Ball', 'Baton Pass', 'Grassy Terrain', 'Solar Beam', 'Tera Blast', 'Lunge', 'Grassy Glide', 'Electroweb', 'Skitter Smack', 'Grass Whistle', 'Agility', 'Air Slash', 'Camouflage', 'Me First', 'Mind Reader', 'Razor Wind', 'Screech', 'Silver Wind', 'Magic Coat', 'Signal Beam', 'Snore', 'Synthesis', 'Worry Seed', 'Calm Mind', 'Toxic', 'Hidden Power', 'Safeguard', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Payback', 'Dream Eater', 'Swagger', 'Nature Power', 'Confide', 'Flash', 'Secret Power', 'Cut']"
#0542,Leavanny,"['bug', 'grass']","['Swarm', 'Chlorophyll', 'Overcoat']",75,103,80,70,80,92,"['ground', 'rock', 'water', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon', 'fairy']","['fighting', 'ground', 'water', 'grass', 'electric']","['flying', 'poison', 'rock', 'bug', 'fire', 'ice']",500,83,"['False Swipe', 'Razor Leaf', 'String Shot', 'Tackle', 'Struggle Bug', 'Fell Stinger', 'Helping Hand', 'Leaf Blade', 'X-Scissor', 'Entrainment', 'Swords Dance', 'Leaf Storm', 'Slash', 'Bug Bite', 'Take Down', 'Charm', 'Agility', 'Protect', 'Low Kick', 'Trailblaze', 'Pounce', 'Facade', 'Magical Leaf', 'Endure', 'Sunny Day', 'Rain Dance', 'Bullet Seed', 'Shadow Claw', 'Air Slash', 'Sleep Talk', 'Seed Bomb', 'Reflect', 'Light Screen', 'Grass Knot', 'Poison Jab', 'Rest', 'Substitute', 'Iron Defense', 'Giga Drain', 'Energy Ball', 'Calm Mind', 'Pollen Puff', 'Baton Pass', 'Grassy Terrain', 'Giga Impact', 'Bug Buzz', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Knock Off', 'Lunge', 'Grassy Glide', 'Electroweb', 'Triple Axel', 'Skitter Smack', 'Throat Chop', 'Camouflage', 'Me First', 'Mind Reader', 'Razor Wind', 'Screech', 'Silver Wind', 'Heal Bell', 'Laser Focus', 'Magic Coat', 'Signal Beam', 'Snore', 'Synthesis', 'Worry Seed', 'Flail', 'Grass Whistle', 'Sticky Web', 'Toxic', 'Hidden Power', 'Safeguard', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Attract', 'Round', 'Steel Wing', 'Payback', 'Dream Eater', 'Swagger', 'Nature Power', 'Confide', 'Flash', 'Hone Claws', 'Retaliate', 'Secret Power', 'Cut']"
#0543,Venipede,"['bug', 'poison']","['Poison Point', 'Swarm', 'Speed Boost']",30,45,59,30,39,57,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ground', 'rock', 'ghost', 'steel', 'fire']","['fighting', 'poison', 'bug', 'grass', 'fairy']","['flying', 'rock', 'fire', 'psychic']",260,43,"['Defense Curl', 'Poison Sting', 'Rollout', 'Protect', 'Poison Tail', 'Screech', 'Bug Bite', 'Venoshock', 'Take Down', 'Agility', 'Toxic', 'Venom Drench', 'Double-Edge', 'Bite', 'Fury Cutter', 'Skitter Smack', 'Steel Roller', 'Pin Missile', 'Solar Beam', 'Rest', 'Snore', 'Attract', 'Sunny Day', 'Facade', 'Payback', 'Round', 'Hex', 'Substitute', 'Sludge Bomb', 'Spikes', 'Endure', 'Sleep Talk', 'Iron Defense', 'Gyro Ball', 'Toxic Spikes', 'Poison Jab', 'Pursuit', 'Steamroller', 'Rock Climb', 'Twineedle', 'Endeavor', 'Signal Beam', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Infestation', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power', 'Struggle Bug']"
