Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg
#0285,Shroomish,['grass'],"['Effect Spore', 'Poison Heal', 'Quick Feet']",60,40,60,40,60,35,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",295,49
#0286,Breloom,"['grass', 'fighting']","['Effect Spore', 'Poison Heal', 'Technician']",60,130,80,60,60,70,"['normal', 'ground', 'rock', 'water', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'fire', 'grass', 'psychic', 'dragon', 'fairy']","['ground', 'rock', 'water', 'grass', 'electric', 'dark']","['flying', 'poison', 'fire', 'psychic', 'ice', 'fairy']",460,76
#0287,Slakoth,['normal'],['Truant'],60,60,60,35,35,30,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],280,46
#0288,Vigoroth,['normal'],['Vital Spirit'],80,80,80,55,55,90,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],440,73
#0289,Slaking,['normal'],['Truant'],150,160,100,95,65,100,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],670,111
#0290,Nincada,"['bug', 'ground']","['Compoundeyes', 'Run Away']",31,45,90,30,30,40,"['rock', 'electric', 'psychic', 'dark']","['fighting', 'flying', 'bug', 'ghost', 'fairy']","['fighting', 'poison', 'ground', 'electric']","['flying', 'fire', 'water', 'ice']",266,44
#0291,Ninjask,"['bug', 'flying']","['Speed Boost', 'Infiltrator']",61,90,45,50,50,160,"['bug', 'grass', 'psychic', 'dark']","['flying', 'poison', 'rock', 'ghost', 'steel', 'fire', 'electric', 'fairy']","['fighting', 'ground', 'bug', 'grass']","['flying', 'rock', 'fire', 'electric', 'ice']",456,76
#0292,Shedinja,"['bug', 'ghost']",['Wonder Guard'],1,90,45,30,30,40,"['grass', 'psychic']","['normal', 'fighting', 'flying', 'poison', 'steel', 'fire', 'fairy']","['normal', 'fighting', 'poison', 'ground', 'bug', 'grass']","['flying', 'rock', 'ghost', 'fire', 'dark']",236,39
#0293,Whismur,['normal'],"['Soundproof', 'Rattled']",64,51,23,51,23,28,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],240,40
#0294,Loudred,['normal'],"['Soundproof', 'Scrappy']",84,71,43,71,43,48,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],360,60
#0295,Exploud,['normal'],"['Soundproof', 'Scrappy']",104,91,63,91,73,68,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],490,81
#0296,Makuhita,['fighting'],"['Thick Fat', 'Guts', 'Sheer Force']",72,60,30,20,30,25,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",237,39
#0297,Hariyama,['fighting'],"['Thick Fat', 'Guts', 'Sheer Force']",144,120,60,40,60,50,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",474,79
#0298,Azurill,"['normal', 'fairy']","['Thick Fat', 'Huge Power', 'Sap Sipper']",50,20,40,20,40,20,"['fighting', 'dragon', 'dark']","['poison', 'rock', 'ghost', 'steel', 'fire']","['bug', 'ghost', 'dragon', 'dark']","['poison', 'steel']",190,31
#0299,Nosepass,['rock'],"['Sturdy', 'Magnet Pull', 'Sand Force']",30,45,135,45,90,30,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",375,62
#0300,Skitty,['normal'],"['Cute Charm', 'Normalize', 'Wonder Skin ']",50,45,45,35,35,50,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],260,43
#0301,Delcatty,['normal'],"['Cute Charm', 'Normalize', 'Wonder Skin ']",70,65,65,55,55,90,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],400,66
#0302,Sableye,"['dark', 'ghost']","['Keen Eye', 'Stall', 'Prankster']",50,75,75,65,65,50,"['ghost', 'psychic']","['normal', 'fighting', 'fairy', 'dark']","['normal', 'fighting', 'poison', 'psychic']",['fairy'],380,63
#0303,Mawile,"['steel', 'fairy']","['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,85,85,55,55,50,"['fighting', 'rock', 'ice', 'dragon', 'fairy', 'dark']","['poison', 'steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'grass', 'psychic', 'ice', 'dragon', 'fairy', 'dark']","['ground', 'fire']",380,63
#0304,Aron,"['steel', 'rock']","['Sturdy', 'Rock Head', 'Heavy Metal']",50,70,100,40,40,30,"['flying', 'rock', 'bug', 'ice', 'fairy']","['fighting', 'ground', 'steel', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'water']",330,55
#0305,Lairon,"['steel', 'rock']","['Sturdy', 'Rock Head', 'Heavy Metal']",60,90,140,50,50,40,"['flying', 'rock', 'bug', 'ice', 'fairy']","['fighting', 'ground', 'steel', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'water']",430,71
#0306,Aggron,"['steel', 'rock']","['Sturdy', 'Rock Head', 'Heavy Metal']",70,110,180,60,60,50,"['flying', 'rock', 'bug', 'ice', 'fairy']","['fighting', 'ground', 'steel', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'water']",530,88
#0307,Meditite,"['fighting', 'psychic']","['Pure Power', 'Telepathy']",30,40,55,40,55,60,"['normal', 'fighting', 'rock', 'ice']","['flying', 'bug', 'ghost', 'psychic', 'fairy', 'dark']","['fighting', 'rock']","['flying', 'ghost', 'fairy']",280,46
#0308,Medicham,"['fighting', 'psychic']","['Pure Power', 'Telepathy']",60,60,75,60,75,80,"['normal', 'fighting', 'rock', 'ice']","['flying', 'bug', 'ghost', 'psychic', 'fairy', 'dark']","['fighting', 'rock']","['flying', 'ghost', 'fairy']",410,68
#0309,Electrike,['electric'],"['Static', 'Lightning Rod', 'Minus']",40,45,40,65,40,65,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],295,49
#0310,Manectric,['electric'],"['Static', 'Lightning Rod', 'Minus']",70,75,60,105,60,105,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],475,79
#0311,Plusle,['electric'],"['Plus', 'Lightning Rod']",60,50,40,85,75,95,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],405,67
#0312,Minun,['electric'],"['Minus', 'Volt Absorb']",60,40,50,75,85,95,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],405,67
#0313,Volbeat,['bug'],"['Illuminate', 'Swarm', 'Prankster']",65,73,75,47,85,85,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",430,71
#0314,Illumise,['bug'],"['Oblivious', 'Tinted Lens', 'Prankster']",65,47,75,73,85,85,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",430,71
#0315,Roselia,"['grass', 'poison']","['Natural Cure', 'Poison Point', 'Leaf Guard']",50,60,45,100,80,65,"['water', 'fairy']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon']","['fighting', 'water', 'grass', 'electric', 'fairy']","['flying', 'fire', 'psychic', 'ice']",400,66
#0316,Gulpin,['poison'],"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",70,43,53,43,53,40,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'psychic']",302,50
#0317,Swalot,['poison'],"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",100,73,83,73,83,55,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'psychic']",467,77
#0318,Carvanha,"['water', 'dark']","['Rough Skin', 'Speed Boost']",45,90,20,65,20,65,"['ground', 'rock', 'ghost', 'fire', 'psychic']","['fighting', 'water', 'grass', 'dragon', 'fairy', 'dark']","['ghost', 'steel', 'fire', 'water', 'psychic', 'ice', 'dark']","['fighting', 'bug', 'grass', 'electric', 'fairy']",305,50
#0319,Sharpedo,"['water', 'dark']","['Rough Skin', 'Speed Boost']",70,120,40,95,40,95,"['ground', 'rock', 'ghost', 'fire', 'psychic']","['fighting', 'water', 'grass', 'dragon', 'fairy', 'dark']","['ghost', 'steel', 'fire', 'water', 'psychic', 'ice', 'dark']","['fighting', 'bug', 'grass', 'electric', 'fairy']",460,76
#0320,Wailmer,['water'],"['Water Veil', 'Oblivious', 'Pressure']",130,70,35,70,35,60,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",400,66
#0321,Wailord,['water'],"['Water Veil', 'Oblivious', 'Pressure']",170,90,45,90,45,60,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",500,83
#0322,Numel,"['fire', 'ground']","['Oblivious', 'Simple', 'Own Tempo']",60,60,40,65,45,35,"['poison', 'steel', 'electric', 'ice']","['flying', 'water', 'dragon']","['poison', 'bug', 'steel', 'fire', 'electric', 'fairy']","['ground', 'water']",305,50
#0323,Camerupt,"['fire', 'ground']","['Magma Armor', 'Solid Rock', 'Anger Point']",70,100,70,105,75,40,"['poison', 'steel', 'electric', 'ice']","['flying', 'water', 'dragon']","['poison', 'bug', 'steel', 'fire', 'electric', 'fairy']","['ground', 'water']",460,76
#0324,Torkoal,['fire'],"['White Smoke', 'Drought', 'Shell Armor']",70,85,140,85,70,20,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",470,78
#0325,Spoink,['psychic'],"['Thick Fat', 'Own Tempo', 'Gluttony']",60,25,35,70,80,60,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",330,55
#0326,Grumpig,['psychic'],"['Thick Fat', 'Own Tempo', 'Gluttony']",80,45,65,90,110,80,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",470,78
#0327,Spinda,['normal'],"['Own Tempo', 'Tangled Feet', 'Contrary']",60,60,60,60,60,60,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],360,60
#0328,Trapinch,['ground'],"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",45,100,45,45,45,10,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",290,48
#0329,Vibrava,"['ground', 'dragon']",['Levitate'],50,70,50,50,50,70,"['poison', 'rock', 'fire', 'electric', 'dragon']","['flying', 'bug', 'grass', 'fairy']","['poison', 'rock', 'fire', 'electric']","['ice', 'dragon', 'fairy']",340,56
#0330,Flygon,"['ground', 'dragon']",['Levitate'],80,100,80,80,80,100,"['poison', 'rock', 'fire', 'electric', 'dragon']","['flying', 'bug', 'grass', 'fairy']","['poison', 'rock', 'fire', 'electric']","['ice', 'dragon', 'fairy']",520,86
#0331,Cacnea,['grass'],"['Sand Veil', 'Water Absorb']",50,85,40,85,40,35,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",335,55
#0332,Cacturne,"['grass', 'dark']","['Sand Veil', 'Water Absorb']",70,115,60,115,60,55,"['ground', 'rock', 'ghost', 'water', 'psychic']","['fighting', 'flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon', 'fairy', 'dark']","['ground', 'ghost', 'water', 'grass', 'electric', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'bug', 'fire', 'ice', 'fairy']",475,79
#0333,Swablu,"['normal', 'flying']","['Natural Cure', 'Cloud Nine']",45,40,60,40,75,50,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ground', 'bug', 'ghost', 'grass']","['rock', 'electric', 'ice']",310,51
#0334,Altaria,"['dragon', 'flying']","['Natural Cure', 'Cloud Nine']",75,70,90,70,105,80,"['fighting', 'bug', 'grass', 'dragon']","['rock', 'steel', 'electric', 'fairy']","['fighting', 'ground', 'bug', 'fire', 'water', 'grass']","['rock', 'ice', 'dragon', 'fairy']",490,81
#0335,Zangoose,['normal'],"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],458,76
#0336,Seviper,['poison'],"['Shed Skin', 'Infiltrator']",73,100,60,100,60,65,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'psychic']",458,76
#0337,Lunatone,"['rock', 'psychic']",['Levitate'],90,55,65,95,85,70,"['flying', 'poison', 'bug', 'fire', 'ice']","['ground', 'steel', 'psychic', 'dark']","['normal', 'flying', 'poison', 'fire', 'psychic']","['ground', 'bug', 'ghost', 'steel', 'water', 'grass', 'dark']",460,76
#0338,Solrock,"['rock', 'psychic']",['Levitate'],90,95,85,55,65,70,"['flying', 'poison', 'bug', 'fire', 'ice']","['ground', 'steel', 'psychic', 'dark']","['normal', 'flying', 'poison', 'fire', 'psychic']","['ground', 'bug', 'ghost', 'steel', 'water', 'grass', 'dark']",460,76
#0339,Barboach,"['water', 'ground']","['Oblivious', 'Anticipation', 'Hydration']",50,48,43,46,41,60,"['poison', 'ground', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'water', 'grass', 'dragon']","['poison', 'rock', 'steel', 'fire', 'electric']",['grass'],288,48
#0340,Whiscash,"['water', 'ground']","['Oblivious', 'Anticipation', 'Hydration']",110,78,73,76,71,60,"['poison', 'ground', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'water', 'grass', 'dragon']","['poison', 'rock', 'steel', 'fire', 'electric']",['grass'],468,78
#0341,Corphish,['water'],"['Hyper Cutter', 'Shell Armor', 'Adaptability']",43,80,65,50,35,35,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",308,51
#0342,Crawdaunt,"['water', 'dark']","['Hyper Cutter', 'Shell Armor', 'Adaptability']",63,120,85,90,55,55,"['ground', 'rock', 'ghost', 'fire', 'psychic']","['fighting', 'water', 'grass', 'dragon', 'fairy', 'dark']","['ghost', 'steel', 'fire', 'water', 'psychic', 'ice', 'dark']","['fighting', 'bug', 'grass', 'electric', 'fairy']",468,78
#0343,Baltoy,"['ground', 'psychic']",['Levitate'],40,40,55,40,70,55,"['fighting', 'poison', 'rock', 'fire', 'electric']","['flying', 'bug', 'grass', 'psychic', 'dark']","['fighting', 'poison', 'rock', 'electric', 'psychic']","['bug', 'ghost', 'water', 'grass', 'ice', 'dark']",300,50
#0344,Claydol,"['ground', 'psychic']",['Levitate'],60,70,105,70,120,75,"['fighting', 'poison', 'rock', 'fire', 'electric']","['flying', 'bug', 'grass', 'psychic', 'dark']","['fighting', 'poison', 'rock', 'electric', 'psychic']","['bug', 'ghost', 'water', 'grass', 'ice', 'dark']",500,83
#0345,Lileep,"['rock', 'grass']","['Suction Cups', 'Storm Drain']",66,41,77,61,87,23,"['rock', 'water', 'ice']","['fighting', 'poison', 'steel', 'grass', 'dragon']","['normal', 'electric']","['fighting', 'bug', 'steel', 'ice']",355,59
#0346,Cradily,"['rock', 'grass']","['Suction Cups', 'Storm Drain']",86,81,97,81,107,43,"['rock', 'water', 'ice']","['fighting', 'poison', 'steel', 'grass', 'dragon']","['normal', 'electric']","['fighting', 'bug', 'steel', 'ice']",495,82
#0347,Anorith,"['rock', 'bug']","['Battle Armor', 'Swift Swim']",45,95,50,40,50,75,"['bug', 'grass', 'psychic', 'ice', 'dark']","['fighting', 'poison', 'ground', 'ghost', 'steel', 'fairy']","['normal', 'poison']","['rock', 'steel', 'water']",355,59
#0348,Armaldo,"['rock', 'bug']","['Battle Armor', 'Swift Swim']",75,125,100,70,80,45,"['bug', 'grass', 'psychic', 'ice', 'dark']","['fighting', 'poison', 'ground', 'ghost', 'steel', 'fairy']","['normal', 'poison']","['rock', 'steel', 'water']",495,82
#0349,Feebas,['water'],"['Swift Swim', 'Oblivious', 'Adaptability']",20,15,20,10,55,80,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",200,33
#0350,Milotic,['water'],"['Marvel Scale', 'Competitive', 'Cute Charm']",95,60,79,100,125,81,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",540,90
#0351,Castform,['normal'],['Forecast'],70,70,70,70,70,70,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],420,70
#0352,Kecleon,['normal'],"['Color Change', 'Protean']",60,90,70,60,120,40,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],440,73
#0353,Shuppet,['ghost'],"['Insomnia', 'Frisk', 'Cursed Body']",44,75,35,63,33,45,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",295,49
#0354,Banette,['ghost'],"['Insomnia', 'Frisk', 'Cursed Body']",64,115,65,83,63,65,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",455,75
#0355,Duskull,['ghost'],"['Levitate', 'Frisk']",20,40,90,30,90,25,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",295,49
#0356,Dusclops,['ghost'],"['Pressure', 'Frisk']",40,70,130,60,130,25,"['ghost', 'psychic']","['normal', 'dark']","['normal', 'fighting', 'poison', 'bug']","['ghost', 'dark']",455,75
#0357,Tropius,"['grass', 'flying']","['Chlorophyll', 'Solar Power', 'Harvest']",99,68,83,72,87,51,"['fighting', 'ground', 'water']","['flying', 'poison', 'steel', 'fire', 'electric', 'dragon']","['fighting', 'ground', 'water', 'grass']","['flying', 'poison', 'rock', 'fire', 'ice']",460,76
#0358,Chimecho,['psychic'],['Levitate'],75,50,80,95,90,65,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",455,75
#0359,Absol,['dark'],"['Pressure', 'Super Luck', 'Justified']",65,130,60,75,60,75,"['ghost', 'psychic']","['fighting', 'fairy', 'dark']","['ghost', 'psychic', 'dark']","['fighting', 'bug', 'fairy']",465,77
#0360,Wynaut,['psychic'],"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",260,43
#0361,Snorunt,['ice'],"['Inner Focus', 'Ice Body', 'Moody']",50,50,50,50,50,50,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",300,50
#0362,Glalie,['ice'],"['Inner Focus', 'Ice Body', 'Moody']",80,80,80,80,80,80,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",480,80
#0363,Spheal,"['ice', 'water']","['Thick Fat', 'Ice Body', 'Oblivious']",70,40,50,55,50,25,"['flying', 'ground', 'rock']","['steel', 'water', 'ice']","['water', 'ice']","['fighting', 'rock', 'grass', 'electric']",290,48
#0364,Sealeo,"['ice', 'water']","['Thick Fat', 'Ice Body', 'Oblivious']",90,60,70,75,70,45,"['flying', 'ground', 'rock']","['steel', 'water', 'ice']","['water', 'ice']","['fighting', 'rock', 'grass', 'electric']",410,68
#0365,Walrein,"['ice', 'water']","['Thick Fat', 'Ice Body', 'Oblivious']",110,80,90,95,90,65,"['flying', 'ground', 'rock']","['steel', 'water', 'ice']","['water', 'ice']","['fighting', 'rock', 'grass', 'electric']",530,88
#0366,Clamperl,['water'],"['Shell Armor', 'Rattled']",35,64,85,74,55,32,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",345,57
#0367,Huntail,['water'],"['Swift Swim', 'Water Veil']",55,104,105,94,75,52,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",485,80
#0368,Gorebyss,['water'],"['Swift Swim', 'Hydration']",55,84,105,114,75,52,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",485,80
#0369,Relicanth,"['water', 'rock']","['Swift Swim', 'Rock Head', 'Sturdy']",100,90,130,45,65,55,"['flying', 'rock', 'bug', 'fire', 'ice']","['fighting', 'steel', 'water', 'grass', 'dragon']","['normal', 'flying', 'poison', 'fire', 'ice']","['fighting', 'ground', 'grass', 'electric']",485,80
#0370,Luvdisc,['water'],"['Swift Swim', 'Hydration']",43,30,55,40,65,97,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",330,55
#0371,Bagon,['dragon'],"['Rock Head', 'Sheer Force']",45,75,60,40,30,50,['dragon'],"['steel', 'fairy']","['fire', 'water', 'grass', 'electric']","['ice', 'dragon', 'fairy']",300,50
#0372,Shelgon,['dragon'],"['Rock Head', 'Overcoat']",65,95,100,60,50,50,['dragon'],"['steel', 'fairy']","['fire', 'water', 'grass', 'electric']","['ice', 'dragon', 'fairy']",420,70
#0373,Salamence,"['dragon', 'flying']","['Intimidate', 'Moxie']",95,135,80,110,80,100,"['fighting', 'bug', 'grass', 'dragon']","['rock', 'steel', 'electric', 'fairy']","['fighting', 'ground', 'bug', 'fire', 'water', 'grass']","['rock', 'ice', 'dragon', 'fairy']",600,100
#0374,Beldum,"['steel', 'psychic']","['Clear Body', 'Light Metal']",40,55,80,35,60,30,"['fighting', 'poison', 'rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric', 'psychic', 'dark']","['normal', 'flying', 'poison', 'rock', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'ghost', 'fire', 'dark']",300,50
#0375,Metang,"['steel', 'psychic']","['Clear Body', 'Light Metal']",60,75,100,55,80,50,"['fighting', 'poison', 'rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric', 'psychic', 'dark']","['normal', 'flying', 'poison', 'rock', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'ghost', 'fire', 'dark']",420,70
#0376,Metagross,"['steel', 'psychic']","['Clear Body', 'Light Metal']",80,135,130,95,90,70,"['fighting', 'poison', 'rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric', 'psychic', 'dark']","['normal', 'flying', 'poison', 'rock', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'ghost', 'fire', 'dark']",600,100
#0377,Regirock,['rock'],"['Clear Body', 'Sturdy']",80,100,200,50,100,50,"['flying', 'bug', 'fire', 'ice']","['fighting', 'ground', 'steel']","['normal', 'flying', 'poison', 'fire']","['fighting', 'ground', 'steel', 'water', 'grass']",580,96
#0378,Regice,['ice'],"['Clear Body', 'Ice Body']",80,50,100,100,200,50,"['flying', 'ground', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']",['ice'],"['fighting', 'rock', 'steel', 'fire']",580,96
#0379,Registeel,['steel'],"['Clear Body', 'Light Metal']",80,75,150,75,150,50,"['rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",580,96
#0380,Latias,"['dragon', 'psychic']",['Levitate'],80,80,90,110,130,110,"['fighting', 'poison', 'dragon']","['steel', 'psychic', 'fairy', 'dark']","['fighting', 'fire', 'water', 'grass', 'electric', 'psychic']","['bug', 'ghost', 'ice', 'dragon', 'fairy', 'dark']",600,100
#0381,Latios,"['dragon', 'psychic']",['Levitate'],80,90,80,130,110,110,"['fighting', 'poison', 'dragon']","['steel', 'psychic', 'fairy', 'dark']","['fighting', 'fire', 'water', 'grass', 'electric', 'psychic']","['bug', 'ghost', 'ice', 'dragon', 'fairy', 'dark']",600,100
#0382,Kyogre,['water'],['Drizzle'],100,100,90,150,140,90,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",670,111
#0383,Groudon,['ground'],['Drought'],100,150,140,100,90,90,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",670,111
#0384,Rayquaza,"['dragon', 'flying']",['Air Lock'],105,150,90,150,90,95,"['fighting', 'bug', 'grass', 'dragon']","['rock', 'steel', 'electric', 'fairy']","['fighting', 'ground', 'bug', 'fire', 'water', 'grass']","['rock', 'ice', 'dragon', 'fairy']",680,113
#0385,Jirachi,"['steel', 'psychic']",['Serene Grace'],100,100,100,100,100,100,"['fighting', 'poison', 'rock', 'ice', 'fairy']","['steel', 'fire', 'water', 'electric', 'psychic', 'dark']","['normal', 'flying', 'poison', 'rock', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'ghost', 'fire', 'dark']",600,100
#0386,Deoxys,['psychic'],['Pressure'],50,150,50,150,50,150,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",600,100
#0387,Turtwig,['grass'],"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",318,53
#0388,Grotle,['grass'],"['Overgrow', 'Shell Armor']",75,89,85,55,65,36,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",405,67
#0389,Torterra,"['grass', 'ground']","['Overgrow', 'Shell Armor']",95,109,105,75,85,56,"['ground', 'rock', 'water', 'electric']","['flying', 'bug', 'grass', 'dragon']","['ground', 'rock', 'electric']","['flying', 'bug', 'fire', 'ice']",525,87
#0390,Chimchar,['fire'],"['Blaze', 'Iron Fist']",44,58,44,58,44,61,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",309,51
